Chemical	cJMP	Unit	Date	Well	Organism	Dose	Induced	Rep	Time	OD600	Instrument
urea	227	mM	2022-03-17	H5	5133	500	TRUE	4	9900	0.376	sunrise
vancomycin	56	ug/mL	2022-03-17	H6	5133	100	TRUE	4	9900	0.528	sunrise
none	0		2022-03-17	H7	5146	0	TRUE	4	9900	0.475	sunrise
mecillinam	32	ng/mL	2022-03-17	H8	5146	60	TRUE	4	9900	0.485	sunrise
nickel(ii)	70	mM	2022-03-17	H9	5146	5	TRUE	4	9900	0.127	sunrise
novobiocin	37	ug/mL	2022-03-17	H10	5146	60	TRUE	4	9900	0.195	sunrise
urea	227	mM	2022-03-17	H11	5146	500	TRUE	4	9900	0.313	sunrise
vancomycin	56	ug/mL	2022-03-17	H12	5146	100	TRUE	4	9900	0.488	sunrise
none	0		2022-03-17	A1	5133	0	FALSE	1	10800	0.665	sunrise
mecillinam	32	ng/mL	2022-03-17	A2	5133	60	FALSE	1	10800	0.656	sunrise
nickel(ii)	70	mM	2022-03-17	A3	5133	5	FALSE	1	10800	0.155	sunrise
novobiocin	37	ug/mL	2022-03-17	A4	5133	60	FALSE	1	10800	0.195	sunrise
urea	227	mM	2022-03-17	A5	5133	500	FALSE	1	10800	0.468	sunrise
vancomycin	56	ug/mL	2022-03-17	A6	5133	100	FALSE	1	10800	0.664	sunrise
none	0		2022-03-17	A7	5146	0	FALSE	1	10800	0.617	sunrise
mecillinam	32	ng/mL	2022-03-17	A8	5146	60	FALSE	1	10800	0.587	sunrise
nickel(ii)	70	mM	2022-03-17	A9	5146	5	FALSE	1	10800	0.132	sunrise
novobiocin	37	ug/mL	2022-03-17	A10	5146	60	FALSE	1	10800	0.184	sunrise
urea	227	mM	2022-03-17	A11	5146	500	FALSE	1	10800	0.385	sunrise
vancomycin	56	ug/mL	2022-03-17	A12	5146	100	FALSE	1	10800	0.584	sunrise
none	0		2022-03-17	B1	5133	0	FALSE	2	10800	0.679	sunrise
mecillinam	32	ng/mL	2022-03-17	B2	5133	60	FALSE	2	10800	0.67	sunrise
nickel(ii)	70	mM	2022-03-17	B3	5133	5	FALSE	2	10800	0.169	sunrise
novobiocin	37	ug/mL	2022-03-17	B4	5133	60	FALSE	2	10800	0.204	sunrise
urea	227	mM	2022-03-17	B5	5133	500	FALSE	2	10800	0.455	sunrise
vancomycin	56	ug/mL	2022-03-17	B6	5133	100	FALSE	2	10800	0.68	sunrise
none	0		2022-03-17	B7	5146	0	FALSE	2	10800	0.634	sunrise
mecillinam	32	ng/mL	2022-03-17	B8	5146	60	FALSE	2	10800	0.626	sunrise
nickel(ii)	70	mM	2022-03-17	B9	5146	5	FALSE	2	10800	0.141	sunrise
novobiocin	37	ug/mL	2022-03-17	B10	5146	60	FALSE	2	10800	0.188	sunrise
urea	227	mM	2022-03-17	B11	5146	500	FALSE	2	10800	0.401	sunrise
vancomycin	56	ug/mL	2022-03-17	B12	5146	100	FALSE	2	10800	0.631	sunrise
none	0		2022-03-17	C1	5133	0	FALSE	3	10800	0.679	sunrise
mecillinam	32	ng/mL	2022-03-17	C2	5133	60	FALSE	3	10800	0.67	sunrise
nickel(ii)	70	mM	2022-03-17	C3	5133	5	FALSE	3	10800	0.137	sunrise
novobiocin	37	ug/mL	2022-03-17	C4	5133	60	FALSE	3	10800	0.202	sunrise
urea	227	mM	2022-03-17	C5	5133	500	FALSE	3	10800	0.458	sunrise
vancomycin	56	ug/mL	2022-03-17	C6	5133	100	FALSE	3	10800	0.676	sunrise
none	0		2022-03-17	C7	5146	0	FALSE	3	10800	0.644	sunrise
mecillinam	32	ng/mL	2022-03-17	C8	5146	60	FALSE	3	10800	0.639	sunrise
nickel(ii)	70	mM	2022-03-17	C9	5146	5	FALSE	3	10800	0.13	sunrise
novobiocin	37	ug/mL	2022-03-17	C10	5146	60	FALSE	3	10800	0.185	sunrise
urea	227	mM	2022-03-17	C11	5146	500	FALSE	3	10800	0.413	sunrise
vancomycin	56	ug/mL	2022-03-17	C12	5146	100	FALSE	3	10800	0.642	sunrise
none	0		2022-03-17	D1	5133	0	FALSE	4	10800	0.659	sunrise
mecillinam	32	ng/mL	2022-03-17	D2	5133	60	FALSE	4	10800	0.672	sunrise
nickel(ii)	70	mM	2022-03-17	D3	5133	5	FALSE	4	10800	0.143	sunrise
novobiocin	37	ug/mL	2022-03-17	D4	5133	60	FALSE	4	10800	0.206	sunrise
urea	227	mM	2022-03-17	D5	5133	500	FALSE	4	10800	0.475	sunrise
vancomycin	56	ug/mL	2022-03-17	D6	5133	100	FALSE	4	10800	0.679	sunrise
none	0		2022-03-17	D7	5146	0	FALSE	4	10800	0.657	sunrise
mecillinam	32	ng/mL	2022-03-17	D8	5146	60	FALSE	4	10800	0.631	sunrise
nickel(ii)	70	mM	2022-03-17	D9	5146	5	FALSE	4	10800	0.131	sunrise
novobiocin	37	ug/mL	2022-03-17	D10	5146	60	FALSE	4	10800	0.189	sunrise
urea	227	mM	2022-03-17	D11	5146	500	FALSE	4	10800	0.425	sunrise
vancomycin	56	ug/mL	2022-03-17	D12	5146	100	FALSE	4	10800	0.64	sunrise
none	0		2022-03-17	E1	5133	0	TRUE	1	10800	0.634	sunrise
mecillinam	32	ng/mL	2022-03-17	E2	5133	60	TRUE	1	10800	0.636	sunrise
nickel(ii)	70	mM	2022-03-17	E3	5133	5	TRUE	1	10800	0.141	sunrise
novobiocin	37	ug/mL	2022-03-17	E4	5133	60	TRUE	1	10800	0.219	sunrise
urea	227	mM	2022-03-17	E5	5133	500	TRUE	1	10800	0.438	sunrise
vancomycin	56	ug/mL	2022-03-17	E6	5133	100	TRUE	1	10800	0.665	sunrise
none	0		2022-03-17	E7	5146	0	TRUE	1	10800	0.61	sunrise
mecillinam	32	ng/mL	2022-03-17	E8	5146	60	TRUE	1	10800	0.61	sunrise
nickel(ii)	70	mM	2022-03-17	E9	5146	5	TRUE	1	10800	0.133	sunrise
novobiocin	37	ug/mL	2022-03-17	E10	5146	60	TRUE	1	10800	0.2	sunrise
urea	227	mM	2022-03-17	E11	5146	500	TRUE	1	10800	0.367	sunrise
vancomycin	56	ug/mL	2022-03-17	E12	5146	100	TRUE	1	10800	0.596	sunrise
none	0		2022-03-17	F1	5133	0	TRUE	2	10800	0.629	sunrise
mecillinam	32	ng/mL	2022-03-17	F2	5133	60	TRUE	2	10800	0.597	sunrise
nickel(ii)	70	mM	2022-03-17	F3	5133	5	TRUE	2	10800	0.131	sunrise
novobiocin	37	ug/mL	2022-03-17	F4	5133	60	TRUE	2	10800	0.217	sunrise
urea	227	mM	2022-03-17	F5	5133	500	TRUE	2	10800	0.427	sunrise
vancomycin	56	ug/mL	2022-03-17	F6	5133	100	TRUE	2	10800	0.655	sunrise
none	0		2022-03-17	F7	5146	0	TRUE	2	10800	0.609	sunrise
mecillinam	32	ng/mL	2022-03-17	F8	5146	60	TRUE	2	10800	0.59	sunrise
nickel(ii)	70	mM	2022-03-17	F9	5146	5	TRUE	2	10800	0.139	sunrise
novobiocin	37	ug/mL	2022-03-17	F10	5146	60	TRUE	2	10800	0.2	sunrise
urea	227	mM	2022-03-17	F11	5146	500	TRUE	2	10800	0.365	sunrise
vancomycin	56	ug/mL	2022-03-17	F12	5146	100	TRUE	2	10800	0.581	sunrise
none	0		2022-03-17	G1	5133	0	TRUE	3	10800	0.631	sunrise
mecillinam	32	ng/mL	2022-03-17	G2	5133	60	TRUE	3	10800	0.634	sunrise
nickel(ii)	70	mM	2022-03-17	G3	5133	5	TRUE	3	10800	0.152	sunrise
novobiocin	37	ug/mL	2022-03-17	G4	5133	60	TRUE	3	10800	0.221	sunrise
urea	227	mM	2022-03-17	G5	5133	500	TRUE	3	10800	0.432	sunrise
vancomycin	56	ug/mL	2022-03-17	G6	5133	100	TRUE	3	10800	0.652	sunrise
none	0		2022-03-17	G7	5146	0	TRUE	3	10800	0.638	sunrise
mecillinam	32	ng/mL	2022-03-17	G8	5146	60	TRUE	3	10800	0.642	sunrise
nickel(ii)	70	mM	2022-03-17	G9	5146	5	TRUE	3	10800	0.177	sunrise
novobiocin	37	ug/mL	2022-03-17	G10	5146	60	TRUE	3	10800	0.21	sunrise
urea	227	mM	2022-03-17	G11	5146	500	TRUE	3	10800	0.431	sunrise
vancomycin	56	ug/mL	2022-03-17	G12	5146	100	TRUE	3	10800	0.625	sunrise
none	0		2022-03-17	H1	5133	0	TRUE	4	10800	0.621	sunrise
mecillinam	32	ng/mL	2022-03-17	H2	5133	60	TRUE	4	10800	0.623	sunrise
nickel(ii)	70	mM	2022-03-17	H3	5133	5	TRUE	4	10800	0.135	sunrise
novobiocin	37	ug/mL	2022-03-17	H4	5133	60	TRUE	4	10800	0.221	sunrise
urea	227	mM	2022-03-17	H5	5133	500	TRUE	4	10800	0.448	sunrise
vancomycin	56	ug/mL	2022-03-17	H6	5133	100	TRUE	4	10800	0.621	sunrise
none	0		2022-03-17	H7	5146	0	TRUE	4	10800	0.576	sunrise
mecillinam	32	ng/mL	2022-03-17	H8	5146	60	TRUE	4	10800	0.581	sunrise
nickel(ii)	70	mM	2022-03-17	H9	5146	5	TRUE	4	10800	0.128	sunrise
novobiocin	37	ug/mL	2022-03-17	H10	5146	60	TRUE	4	10800	0.211	sunrise
urea	227	mM	2022-03-17	H11	5146	500	TRUE	4	10800	0.38	sunrise
vancomycin	56	ug/mL	2022-03-17	H12	5146	100	TRUE	4	10800	0.588	sunrise
none	0		2022-03-17	A1	5133	0	FALSE	1	11700	0.737	sunrise
mecillinam	32	ng/mL	2022-03-17	A2	5133	60	FALSE	1	11700	0.725	sunrise
nickel(ii)	70	mM	2022-03-17	A3	5133	5	FALSE	1	11700	0.165	sunrise
novobiocin	37	ug/mL	2022-03-17	A4	5133	60	FALSE	1	11700	0.204	sunrise
urea	227	mM	2022-03-17	A5	5133	500	FALSE	1	11700	0.559	sunrise
vancomycin	56	ug/mL	2022-03-17	A6	5133	100	FALSE	1	11700	0.739	sunrise
none	0		2022-03-17	A7	5146	0	FALSE	1	11700	0.714	sunrise
mecillinam	32	ng/mL	2022-03-17	A8	5146	60	FALSE	1	11700	0.677	sunrise
nickel(ii)	70	mM	2022-03-17	A9	5146	5	FALSE	1	11700	0.136	sunrise
novobiocin	37	ug/mL	2022-03-17	A10	5146	60	FALSE	1	11700	0.193	sunrise
urea	227	mM	2022-03-17	A11	5146	500	FALSE	1	11700	0.464	sunrise
vancomycin	56	ug/mL	2022-03-17	A12	5146	100	FALSE	1	11700	0.672	sunrise
none	0		2022-03-17	B1	5133	0	FALSE	2	11700	0.748	sunrise
mecillinam	32	ng/mL	2022-03-17	B2	5133	60	FALSE	2	11700	0.74	sunrise
nickel(ii)	70	mM	2022-03-17	B3	5133	5	FALSE	2	11700	0.18	sunrise
novobiocin	37	ug/mL	2022-03-17	B4	5133	60	FALSE	2	11700	0.211	sunrise
urea	227	mM	2022-03-17	B5	5133	500	FALSE	2	11700	0.541	sunrise
vancomycin	56	ug/mL	2022-03-17	B6	5133	100	FALSE	2	11700	0.756	sunrise
none	0		2022-03-17	B7	5146	0	FALSE	2	11700	0.722	sunrise
mecillinam	32	ng/mL	2022-03-17	B8	5146	60	FALSE	2	11700	0.719	sunrise
nickel(ii)	70	mM	2022-03-17	B9	5146	5	FALSE	2	11700	0.146	sunrise
novobiocin	37	ug/mL	2022-03-17	B10	5146	60	FALSE	2	11700	0.196	sunrise
urea	227	mM	2022-03-17	B11	5146	500	FALSE	2	11700	0.489	sunrise
vancomycin	56	ug/mL	2022-03-17	B12	5146	100	FALSE	2	11700	0.713	sunrise
none	0		2022-03-17	C1	5133	0	FALSE	3	11700	0.754	sunrise
mecillinam	32	ng/mL	2022-03-17	C2	5133	60	FALSE	3	11700	0.743	sunrise
nickel(ii)	70	mM	2022-03-17	C3	5133	5	FALSE	3	11700	0.143	sunrise
novobiocin	37	ug/mL	2022-03-17	C4	5133	60	FALSE	3	11700	0.212	sunrise
urea	227	mM	2022-03-17	C5	5133	500	FALSE	3	11700	0.551	sunrise
vancomycin	56	ug/mL	2022-03-17	C6	5133	100	FALSE	3	11700	0.746	sunrise
none	0		2022-03-17	C7	5146	0	FALSE	3	11700	0.745	sunrise
mecillinam	32	ng/mL	2022-03-17	C8	5146	60	FALSE	3	11700	0.727	sunrise
nickel(ii)	70	mM	2022-03-17	C9	5146	5	FALSE	3	11700	0.134	sunrise
novobiocin	37	ug/mL	2022-03-17	C10	5146	60	FALSE	3	11700	0.193	sunrise
urea	227	mM	2022-03-17	C11	5146	500	FALSE	3	11700	0.506	sunrise
vancomycin	56	ug/mL	2022-03-17	C12	5146	100	FALSE	3	11700	0.733	sunrise
none	0		2022-03-17	D1	5133	0	FALSE	4	11700	0.729	sunrise
mecillinam	32	ng/mL	2022-03-17	D2	5133	60	FALSE	4	11700	0.737	sunrise
nickel(ii)	70	mM	2022-03-17	D3	5133	5	FALSE	4	11700	0.149	sunrise
novobiocin	37	ug/mL	2022-03-17	D4	5133	60	FALSE	4	11700	0.215	sunrise
urea	227	mM	2022-03-17	D5	5133	500	FALSE	4	11700	0.571	sunrise
vancomycin	56	ug/mL	2022-03-17	D6	5133	100	FALSE	4	11700	0.752	sunrise
none	0		2022-03-17	D7	5146	0	FALSE	4	11700	0.743	sunrise
mecillinam	32	ng/mL	2022-03-17	D8	5146	60	FALSE	4	11700	0.742	sunrise
nickel(ii)	70	mM	2022-03-17	D9	5146	5	FALSE	4	11700	0.136	sunrise
novobiocin	37	ug/mL	2022-03-17	D10	5146	60	FALSE	4	11700	0.196	sunrise
urea	227	mM	2022-03-17	D11	5146	500	FALSE	4	11700	0.518	sunrise
vancomycin	56	ug/mL	2022-03-17	D12	5146	100	FALSE	4	11700	0.734	sunrise
none	0		2022-03-17	E1	5133	0	TRUE	1	11700	0.711	sunrise
mecillinam	32	ng/mL	2022-03-17	E2	5133	60	TRUE	1	11700	0.721	sunrise
nickel(ii)	70	mM	2022-03-17	E3	5133	5	TRUE	1	11700	0.155	sunrise
novobiocin	37	ug/mL	2022-03-17	E4	5133	60	TRUE	1	11700	0.236	sunrise
urea	227	mM	2022-03-17	E5	5133	500	TRUE	1	11700	0.533	sunrise
vancomycin	56	ug/mL	2022-03-17	E6	5133	100	TRUE	1	11700	0.746	sunrise
none	0		2022-03-17	E7	5146	0	TRUE	1	11700	0.711	sunrise
mecillinam	32	ng/mL	2022-03-17	E8	5146	60	TRUE	1	11700	0.704	sunrise
nickel(ii)	70	mM	2022-03-17	E9	5146	5	TRUE	1	11700	0.141	sunrise
novobiocin	37	ug/mL	2022-03-17	E10	5146	60	TRUE	1	11700	0.213	sunrise
urea	227	mM	2022-03-17	E11	5146	500	TRUE	1	11700	0.45	sunrise
vancomycin	56	ug/mL	2022-03-17	E12	5146	100	TRUE	1	11700	0.694	sunrise
none	0		2022-03-17	F1	5133	0	TRUE	2	11700	0.707	sunrise
mecillinam	32	ng/mL	2022-03-17	F2	5133	60	TRUE	2	11700	0.664	sunrise
nickel(ii)	70	mM	2022-03-17	F3	5133	5	TRUE	2	11700	0.136	sunrise
novobiocin	37	ug/mL	2022-03-17	F4	5133	60	TRUE	2	11700	0.229	sunrise
urea	227	mM	2022-03-17	F5	5133	500	TRUE	2	11700	0.509	sunrise
vancomycin	56	ug/mL	2022-03-17	F6	5133	100	TRUE	2	11700	0.73	sunrise
none	0		2022-03-17	F7	5146	0	TRUE	2	11700	0.703	sunrise
mecillinam	32	ng/mL	2022-03-17	F8	5146	60	TRUE	2	11700	0.683	sunrise
nickel(ii)	70	mM	2022-03-17	F9	5146	5	TRUE	2	11700	0.146	sunrise
novobiocin	37	ug/mL	2022-03-17	F10	5146	60	TRUE	2	11700	0.21	sunrise
urea	227	mM	2022-03-17	F11	5146	500	TRUE	2	11700	0.439	sunrise
vancomycin	56	ug/mL	2022-03-17	F12	5146	100	TRUE	2	11700	0.681	sunrise
none	0		2022-03-17	G1	5133	0	TRUE	3	11700	0.697	sunrise
mecillinam	32	ng/mL	2022-03-17	G2	5133	60	TRUE	3	11700	0.722	sunrise
nickel(ii)	70	mM	2022-03-17	G3	5133	5	TRUE	3	11700	0.157	sunrise
novobiocin	37	ug/mL	2022-03-17	G4	5133	60	TRUE	3	11700	0.233	sunrise
urea	227	mM	2022-03-17	G5	5133	500	TRUE	3	11700	0.513	sunrise
vancomycin	56	ug/mL	2022-03-17	G6	5133	100	TRUE	3	11700	0.73	sunrise
none	0		2022-03-17	G7	5146	0	TRUE	3	11700	0.725	sunrise
mecillinam	32	ng/mL	2022-03-17	G8	5146	60	TRUE	3	11700	0.727	sunrise
nickel(ii)	70	mM	2022-03-17	G9	5146	5	TRUE	3	11700	0.166	sunrise
novobiocin	37	ug/mL	2022-03-17	G10	5146	60	TRUE	3	11700	0.219	sunrise
urea	227	mM	2022-03-17	G11	5146	500	TRUE	3	11700	0.508	sunrise
vancomycin	56	ug/mL	2022-03-17	G12	5146	100	TRUE	3	11700	0.711	sunrise
none	0		2022-03-17	H1	5133	0	TRUE	4	11700	0.698	sunrise
mecillinam	32	ng/mL	2022-03-17	H2	5133	60	TRUE	4	11700	0.692	sunrise
nickel(ii)	70	mM	2022-03-17	H3	5133	5	TRUE	4	11700	0.142	sunrise
novobiocin	37	ug/mL	2022-03-17	H4	5133	60	TRUE	4	11700	0.235	sunrise
urea	227	mM	2022-03-17	H5	5133	500	TRUE	4	11700	0.536	sunrise
vancomycin	56	ug/mL	2022-03-17	H6	5133	100	TRUE	4	11700	0.686	sunrise
none	0		2022-03-17	H7	5146	0	TRUE	4	11700	0.673	sunrise
mecillinam	32	ng/mL	2022-03-17	H8	5146	60	TRUE	4	11700	0.679	sunrise
nickel(ii)	70	mM	2022-03-17	H9	5146	5	TRUE	4	11700	0.131	sunrise
novobiocin	37	ug/mL	2022-03-17	H10	5146	60	TRUE	4	11700	0.225	sunrise
urea	227	mM	2022-03-17	H11	5146	500	TRUE	4	11700	0.461	sunrise
vancomycin	56	ug/mL	2022-03-17	H12	5146	100	TRUE	4	11700	0.681	sunrise
none	0		2022-03-17	A1	5133	0	FALSE	1	12600	0.79	sunrise
mecillinam	32	ng/mL	2022-03-17	A2	5133	60	FALSE	1	12600	0.775	sunrise
nickel(ii)	70	mM	2022-03-17	A3	5133	5	FALSE	1	12600	0.179	sunrise
novobiocin	37	ug/mL	2022-03-17	A4	5133	60	FALSE	1	12600	0.217	sunrise
urea	227	mM	2022-03-17	A5	5133	500	FALSE	1	12600	0.654	sunrise
vancomycin	56	ug/mL	2022-03-17	A6	5133	100	FALSE	1	12600	0.796	sunrise
none	0		2022-03-17	A7	5146	0	FALSE	1	12600	0.768	sunrise
mecillinam	32	ng/mL	2022-03-17	A8	5146	60	FALSE	1	12600	0.745	sunrise
nickel(ii)	70	mM	2022-03-17	A9	5146	5	FALSE	1	12600	0.142	sunrise
novobiocin	37	ug/mL	2022-03-17	A10	5146	60	FALSE	1	12600	0.203	sunrise
urea	227	mM	2022-03-17	A11	5146	500	FALSE	1	12600	0.551	sunrise
vancomycin	56	ug/mL	2022-03-17	A12	5146	100	FALSE	1	12600	0.737	sunrise
none	0		2022-03-17	B1	5133	0	FALSE	2	12600	0.797	sunrise
mecillinam	32	ng/mL	2022-03-17	B2	5133	60	FALSE	2	12600	0.792	sunrise
nickel(ii)	70	mM	2022-03-17	B3	5133	5	FALSE	2	12600	0.194	sunrise
novobiocin	37	ug/mL	2022-03-17	B4	5133	60	FALSE	2	12600	0.225	sunrise
urea	227	mM	2022-03-17	B5	5133	500	FALSE	2	12600	0.64	sunrise
vancomycin	56	ug/mL	2022-03-17	B6	5133	100	FALSE	2	12600	0.808	sunrise
none	0		2022-03-17	B7	5146	0	FALSE	2	12600	0.794	sunrise
mecillinam	32	ng/mL	2022-03-17	B8	5146	60	FALSE	2	12600	0.783	sunrise
nickel(ii)	70	mM	2022-03-17	B9	5146	5	FALSE	2	12600	0.156	sunrise
novobiocin	37	ug/mL	2022-03-17	B10	5146	60	FALSE	2	12600	0.208	sunrise
urea	227	mM	2022-03-17	B11	5146	500	FALSE	2	12600	0.592	sunrise
vancomycin	56	ug/mL	2022-03-17	B12	5146	100	FALSE	2	12600	0.786	sunrise
none	0		2022-03-17	C1	5133	0	FALSE	3	12600	0.822	sunrise
mecillinam	32	ng/mL	2022-03-17	C2	5133	60	FALSE	3	12600	0.787	sunrise
nickel(ii)	70	mM	2022-03-17	C3	5133	5	FALSE	3	12600	0.152	sunrise
novobiocin	37	ug/mL	2022-03-17	C4	5133	60	FALSE	3	12600	0.224	sunrise
urea	227	mM	2022-03-17	C5	5133	500	FALSE	3	12600	0.649	sunrise
vancomycin	56	ug/mL	2022-03-17	C6	5133	100	FALSE	3	12600	0.773	sunrise
none	0		2022-03-17	C7	5146	0	FALSE	3	12600	0.803	sunrise
mecillinam	32	ng/mL	2022-03-17	C8	5146	60	FALSE	3	12600	0.784	sunrise
nickel(ii)	70	mM	2022-03-17	C9	5146	5	FALSE	3	12600	0.14	sunrise
novobiocin	37	ug/mL	2022-03-17	C10	5146	60	FALSE	3	12600	0.202	sunrise
urea	227	mM	2022-03-17	C11	5146	500	FALSE	3	12600	0.607	sunrise
vancomycin	56	ug/mL	2022-03-17	C12	5146	100	FALSE	3	12600	0.802	sunrise
none	0		2022-03-17	D1	5133	0	FALSE	4	12600	0.779	sunrise
mecillinam	32	ng/mL	2022-03-17	D2	5133	60	FALSE	4	12600	0.795	sunrise
nickel(ii)	70	mM	2022-03-17	D3	5133	5	FALSE	4	12600	0.16	sunrise
novobiocin	37	ug/mL	2022-03-17	D4	5133	60	FALSE	4	12600	0.229	sunrise
urea	227	mM	2022-03-17	D5	5133	500	FALSE	4	12600	0.68	sunrise
vancomycin	56	ug/mL	2022-03-17	D6	5133	100	FALSE	4	12600	0.813	sunrise
none	0		2022-03-17	D7	5146	0	FALSE	4	12600	0.811	sunrise
mecillinam	32	ng/mL	2022-03-17	D8	5146	60	FALSE	4	12600	0.896	sunrise
nickel(ii)	70	mM	2022-03-17	D9	5146	5	FALSE	4	12600	0.144	sunrise
novobiocin	37	ug/mL	2022-03-17	D10	5146	60	FALSE	4	12600	0.207	sunrise
urea	227	mM	2022-03-17	D11	5146	500	FALSE	4	12600	0.625	sunrise
vancomycin	56	ug/mL	2022-03-17	D12	5146	100	FALSE	4	12600	0.802	sunrise
none	0		2022-03-17	E1	5133	0	TRUE	1	12600	0.753	sunrise
mecillinam	32	ng/mL	2022-03-17	E2	5133	60	TRUE	1	12600	0.76	sunrise
nickel(ii)	70	mM	2022-03-17	E3	5133	5	TRUE	1	12600	0.157	sunrise
novobiocin	37	ug/mL	2022-03-17	E4	5133	60	TRUE	1	12600	0.249	sunrise
urea	227	mM	2022-03-17	E5	5133	500	TRUE	1	12600	0.627	sunrise
vancomycin	56	ug/mL	2022-03-17	E6	5133	100	TRUE	1	12600	0.795	sunrise
none	0		2022-03-17	E7	5146	0	TRUE	1	12600	0.777	sunrise
mecillinam	32	ng/mL	2022-03-17	E8	5146	60	TRUE	1	12600	0.76	sunrise
nickel(ii)	70	mM	2022-03-17	E9	5146	5	TRUE	1	12600	0.153	sunrise
novobiocin	37	ug/mL	2022-03-17	E10	5146	60	TRUE	1	12600	0.227	sunrise
urea	227	mM	2022-03-17	E11	5146	500	TRUE	1	12600	0.55	sunrise
vancomycin	56	ug/mL	2022-03-17	E12	5146	100	TRUE	1	12600	0.766	sunrise
none	0		2022-03-17	F1	5133	0	TRUE	2	12600	0.761	sunrise
mecillinam	32	ng/mL	2022-03-17	F2	5133	60	TRUE	2	12600	0.697	sunrise
nickel(ii)	70	mM	2022-03-17	F3	5133	5	TRUE	2	12600	0.141	sunrise
novobiocin	37	ug/mL	2022-03-17	F4	5133	60	TRUE	2	12600	0.244	sunrise
urea	227	mM	2022-03-17	F5	5133	500	TRUE	2	12600	0.609	sunrise
vancomycin	56	ug/mL	2022-03-17	F6	5133	100	TRUE	2	12600	0.784	sunrise
none	0		2022-03-17	F7	5146	0	TRUE	2	12600	0.776	sunrise
mecillinam	32	ng/mL	2022-03-17	F8	5146	60	TRUE	2	12600	0.747	sunrise
nickel(ii)	70	mM	2022-03-17	F9	5146	5	TRUE	2	12600	0.151	sunrise
novobiocin	37	ug/mL	2022-03-17	F10	5146	60	TRUE	2	12600	0.223	sunrise
urea	227	mM	2022-03-17	F11	5146	500	TRUE	2	12600	0.53	sunrise
vancomycin	56	ug/mL	2022-03-17	F12	5146	100	TRUE	2	12600	0.75	sunrise
none	0		2022-03-17	G1	5133	0	TRUE	3	12600	0.736	sunrise
mecillinam	32	ng/mL	2022-03-17	G2	5133	60	TRUE	3	12600	0.732	sunrise
nickel(ii)	70	mM	2022-03-17	G3	5133	5	TRUE	3	12600	0.168	sunrise
novobiocin	37	ug/mL	2022-03-17	G4	5133	60	TRUE	3	12600	0.252	sunrise
urea	227	mM	2022-03-17	G5	5133	500	TRUE	3	12600	0.582	sunrise
vancomycin	56	ug/mL	2022-03-17	G6	5133	100	TRUE	3	12600	0.783	sunrise
none	0		2022-03-17	G7	5146	0	TRUE	3	12600	0.793	sunrise
mecillinam	32	ng/mL	2022-03-17	G8	5146	60	TRUE	3	12600	0.802	sunrise
nickel(ii)	70	mM	2022-03-17	G9	5146	5	TRUE	3	12600	0.176	sunrise
novobiocin	37	ug/mL	2022-03-17	G10	5146	60	TRUE	3	12600	0.234	sunrise
urea	227	mM	2022-03-17	G11	5146	500	TRUE	3	12600	0.611	sunrise
vancomycin	56	ug/mL	2022-03-17	G12	5146	100	TRUE	3	12600	0.776	sunrise
none	0		2022-03-17	H1	5133	0	TRUE	4	12600	0.725	sunrise
mecillinam	32	ng/mL	2022-03-17	H2	5133	60	TRUE	4	12600	0.746	sunrise
nickel(ii)	70	mM	2022-03-17	H3	5133	5	TRUE	4	12600	0.14	sunrise
novobiocin	37	ug/mL	2022-03-17	H4	5133	60	TRUE	4	12600	0.25	sunrise
urea	227	mM	2022-03-17	H5	5133	500	TRUE	4	12600	0.613	sunrise
vancomycin	56	ug/mL	2022-03-17	H6	5133	100	TRUE	4	12600	0.739	sunrise
none	0		2022-03-17	H7	5146	0	TRUE	4	12600	0.748	sunrise
mecillinam	32	ng/mL	2022-03-17	H8	5146	60	TRUE	4	12600	0.759	sunrise
nickel(ii)	70	mM	2022-03-17	H9	5146	5	TRUE	4	12600	0.139	sunrise
novobiocin	37	ug/mL	2022-03-17	H10	5146	60	TRUE	4	12600	0.242	sunrise
urea	227	mM	2022-03-17	H11	5146	500	TRUE	4	12600	0.542	sunrise
vancomycin	56	ug/mL	2022-03-17	H12	5146	100	TRUE	4	12600	0.754	sunrise
none	0		2022-03-17	A1	5133	0	FALSE	1	13500	0.82	sunrise
mecillinam	32	ng/mL	2022-03-17	A2	5133	60	FALSE	1	13500	0.819	sunrise
nickel(ii)	70	mM	2022-03-17	A3	5133	5	FALSE	1	13500	0.188	sunrise
novobiocin	37	ug/mL	2022-03-17	A4	5133	60	FALSE	1	13500	0.219	sunrise
urea	227	mM	2022-03-17	A5	5133	500	FALSE	1	13500	0.743	sunrise
vancomycin	56	ug/mL	2022-03-17	A6	5133	100	FALSE	1	13500	0.82	sunrise
none	0		2022-03-17	A7	5146	0	FALSE	1	13500	0.802	sunrise
mecillinam	32	ng/mL	2022-03-17	A8	5146	60	FALSE	1	13500	0.794	sunrise
nickel(ii)	70	mM	2022-03-17	A9	5146	5	FALSE	1	13500	0.148	sunrise
novobiocin	37	ug/mL	2022-03-17	A10	5146	60	FALSE	1	13500	0.21	sunrise
urea	227	mM	2022-03-17	A11	5146	500	FALSE	1	13500	0.636	sunrise
vancomycin	56	ug/mL	2022-03-17	A12	5146	100	FALSE	1	13500	0.764	sunrise
none	0		2022-03-17	B1	5133	0	FALSE	2	13500	0.823	sunrise
