Chemical	cJMP	Unit	Date	Well	Organism	Dose	Induced	Rep	Time	OD600	Instrument
nickel(ii)	70	mM	2022-03-09	B4	5111	1	FALSE	2	12319.7	0.2092	icontrol
novobiocin	37	ug/mL	2022-03-09	B5	5111	30	FALSE	2	12319.7	0.2707	icontrol
urea	227	mM	2022-03-09	B6	5111	750	FALSE	2	12319.7	0.1335	icontrol
none	0		2022-03-09	B7	5142	NA	FALSE	2	12319.7	0.3517	icontrol
deoxycholate	177	%w/v	2022-03-09	B8	5142	1	FALSE	2	12319.7	0.1584	icontrol
mecillinam	32	ng/mL	2022-03-09	B9	5142	30	FALSE	2	12319.7	0.2824	icontrol
nickel(ii)	70	mM	2022-03-09	B10	5142	1	FALSE	2	12319.7	0.1985	icontrol
novobiocin	37	ug/mL	2022-03-09	B11	5142	30	FALSE	2	12319.7	0.2279	icontrol
urea	227	mM	2022-03-09	B12	5142	750	FALSE	2	12319.7	0.0989	icontrol
none	0		2022-03-09	C1	5111	NA	FALSE	3	12319.7	0.2818	icontrol
deoxycholate	177	%w/v	2022-03-09	C2	5111	1	FALSE	3	12319.7	0.182	icontrol
mecillinam	32	ng/mL	2022-03-09	C3	5111	30	FALSE	3	12319.7	0.2704	icontrol
nickel(ii)	70	mM	2022-03-09	C4	5111	1	FALSE	3	12319.7	0.1822	icontrol
novobiocin	37	ug/mL	2022-03-09	C5	5111	30	FALSE	3	12319.7	0.2712	icontrol
urea	227	mM	2022-03-09	C6	5111	750	FALSE	3	12319.7	0.1239	icontrol
none	0		2022-03-09	C7	5142	NA	FALSE	3	12319.7	0.3562	icontrol
deoxycholate	177	%w/v	2022-03-09	C8	5142	1	FALSE	3	12319.7	0.1569	icontrol
mecillinam	32	ng/mL	2022-03-09	C9	5142	30	FALSE	3	12319.7	0.3098	icontrol
nickel(ii)	70	mM	2022-03-09	C10	5142	1	FALSE	3	12319.7	0.241	icontrol
novobiocin	37	ug/mL	2022-03-09	C11	5142	30	FALSE	3	12319.7	0.25	icontrol
urea	227	mM	2022-03-09	C12	5142	750	FALSE	3	12319.7	0.1027	icontrol
none	0		2022-03-09	D1	5111	NA	FALSE	4	12319.7	0.2479	icontrol
deoxycholate	177	%w/v	2022-03-09	D2	5111	1	FALSE	4	12319.7	0.1707	icontrol
mecillinam	32	ng/mL	2022-03-09	D3	5111	30	FALSE	4	12319.7	0.2428	icontrol
nickel(ii)	70	mM	2022-03-09	D4	5111	1	FALSE	4	12319.7	0.1951	icontrol
novobiocin	37	ug/mL	2022-03-09	D5	5111	30	FALSE	4	12319.7	0.2795	icontrol
urea	227	mM	2022-03-09	D6	5111	750	FALSE	4	12319.7	0.1271	icontrol
none	0		2022-03-09	D7	5142	NA	FALSE	4	12319.7	0.3513	icontrol
deoxycholate	177	%w/v	2022-03-09	D8	5142	1	FALSE	4	12319.7	0.1569	icontrol
mecillinam	32	ng/mL	2022-03-09	D9	5142	30	FALSE	4	12319.7	0.2936	icontrol
nickel(ii)	70	mM	2022-03-09	D10	5142	1	FALSE	4	12319.7	0.2189	icontrol
novobiocin	37	ug/mL	2022-03-09	D11	5142	30	FALSE	4	12319.7	0.1977	icontrol
urea	227	mM	2022-03-09	D12	5142	750	FALSE	4	12319.7	0.097	icontrol
none	0		2022-03-09	E1	5111	NA	TRUE	1	12319.7	0.2039	icontrol
deoxycholate	177	%w/v	2022-03-09	E2	5111	1	TRUE	1	12319.7	0.1644	icontrol
mecillinam	32	ng/mL	2022-03-09	E3	5111	30	TRUE	1	12319.7	0.225	icontrol
nickel(ii)	70	mM	2022-03-09	E4	5111	1	TRUE	1	12319.7	0.1834	icontrol
novobiocin	37	ug/mL	2022-03-09	E5	5111	30	TRUE	1	12319.7	0.2324	icontrol
urea	227	mM	2022-03-09	E6	5111	750	TRUE	1	12319.7	0.192	icontrol
none	0		2022-03-09	E7	5142	NA	TRUE	1	12319.7	0.3583	icontrol
deoxycholate	177	%w/v	2022-03-09	E8	5142	1	TRUE	1	12319.7	0.154	icontrol
mecillinam	32	ng/mL	2022-03-09	E9	5142	30	TRUE	1	12319.7	0.287	icontrol
nickel(ii)	70	mM	2022-03-09	E10	5142	1	TRUE	1	12319.7	0.2538	icontrol
novobiocin	37	ug/mL	2022-03-09	E11	5142	30	TRUE	1	12319.7	0.2256	icontrol
urea	227	mM	2022-03-09	E12	5142	750	TRUE	1	12319.7	0.1028	icontrol
none	0		2022-03-09	F1	5111	NA	TRUE	2	12319.7	0.2634	icontrol
deoxycholate	177	%w/v	2022-03-09	F2	5111	1	TRUE	2	12319.7	0.1673	icontrol
mecillinam	32	ng/mL	2022-03-09	F3	5111	30	TRUE	2	12319.7	0.2346	icontrol
nickel(ii)	70	mM	2022-03-09	F4	5111	1	TRUE	2	12319.7	0.2035	icontrol
novobiocin	37	ug/mL	2022-03-09	F5	5111	30	TRUE	2	12319.7	0.2604	icontrol
urea	227	mM	2022-03-09	F6	5111	750	TRUE	2	12319.7	0.13	icontrol
none	0		2022-03-09	F7	5142	NA	TRUE	2	12319.7	0.3353	icontrol
deoxycholate	177	%w/v	2022-03-09	F8	5142	1	TRUE	2	12319.7	0.1345	icontrol
mecillinam	32	ng/mL	2022-03-09	F9	5142	30	TRUE	2	12319.7	0.2747	icontrol
nickel(ii)	70	mM	2022-03-09	F10	5142	1	TRUE	2	12319.7	0.2343	icontrol
novobiocin	37	ug/mL	2022-03-09	F11	5142	30	TRUE	2	12319.7	0.1955	icontrol
urea	227	mM	2022-03-09	F12	5142	750	TRUE	2	12319.7	0.1014	icontrol
none	0		2022-03-09	G1	5111	NA	TRUE	3	12319.7	0.2268	icontrol
deoxycholate	177	%w/v	2022-03-09	G2	5111	1	TRUE	3	12319.7	0.1583	icontrol
mecillinam	32	ng/mL	2022-03-09	G3	5111	30	TRUE	3	12319.7	0.2167	icontrol
nickel(ii)	70	mM	2022-03-09	G4	5111	1	TRUE	3	12319.7	0.1971	icontrol
novobiocin	37	ug/mL	2022-03-09	G5	5111	30	TRUE	3	12319.7	0.2396	icontrol
urea	227	mM	2022-03-09	G6	5111	750	TRUE	3	12319.7	0.1089	icontrol
none	0		2022-03-09	G7	5142	NA	TRUE	3	12319.7	0.3433	icontrol
deoxycholate	177	%w/v	2022-03-09	G8	5142	1	TRUE	3	12319.7	0.1491	icontrol
mecillinam	32	ng/mL	2022-03-09	G9	5142	30	TRUE	3	12319.7	0.3049	icontrol
nickel(ii)	70	mM	2022-03-09	G10	5142	1	TRUE	3	12319.7	0.2552	icontrol
novobiocin	37	ug/mL	2022-03-09	G11	5142	30	TRUE	3	12319.7	0.2485	icontrol
urea	227	mM	2022-03-09	G12	5142	750	TRUE	3	12319.7	0.1061	icontrol
none	0		2022-03-09	H1	5111	NA	TRUE	4	12319.7	0.2337	icontrol
deoxycholate	177	%w/v	2022-03-09	H2	5111	1	TRUE	4	12319.7	0.1594	icontrol
mecillinam	32	ng/mL	2022-03-09	H3	5111	30	TRUE	4	12319.7	0.2337	icontrol
nickel(ii)	70	mM	2022-03-09	H4	5111	1	TRUE	4	12319.7	0.1965	icontrol
novobiocin	37	ug/mL	2022-03-09	H5	5111	30	TRUE	4	12319.7	0.2415	icontrol
urea	227	mM	2022-03-09	H6	5111	750	TRUE	4	12319.7	0.1063	icontrol
none	0		2022-03-09	H7	5142	NA	TRUE	4	12319.7	0.2411	icontrol
deoxycholate	177	%w/v	2022-03-09	H8	5142	1	TRUE	4	12319.7	0.1293	icontrol
mecillinam	32	ng/mL	2022-03-09	H9	5142	30	TRUE	4	12319.7	0.2566	icontrol
nickel(ii)	70	mM	2022-03-09	H10	5142	1	TRUE	4	12319.7	0.1777	icontrol
novobiocin	37	ug/mL	2022-03-09	H11	5142	30	TRUE	4	12319.7	0.1835	icontrol
urea	227	mM	2022-03-09	H12	5142	750	TRUE	4	12319.7	0.1023	icontrol
none	0		2022-03-09	A1	5111	NA	FALSE	1	13199.6	0.3583	icontrol
deoxycholate	177	%w/v	2022-03-09	A2	5111	1	FALSE	1	13199.6	0.2261	icontrol
mecillinam	32	ng/mL	2022-03-09	A3	5111	30	FALSE	1	13199.6	0.3402	icontrol
nickel(ii)	70	mM	2022-03-09	A4	5111	1	FALSE	1	13199.6	0.2436	icontrol
novobiocin	37	ug/mL	2022-03-09	A5	5111	30	FALSE	1	13199.6	0.3855	icontrol
urea	227	mM	2022-03-09	A6	5111	750	FALSE	1	13199.6	0.1219	icontrol
none	0		2022-03-09	A7	5142	NA	FALSE	1	13199.6	0.413	icontrol
deoxycholate	177	%w/v	2022-03-09	A8	5142	1	FALSE	1	13199.6	0.2038	icontrol
mecillinam	32	ng/mL	2022-03-09	A9	5142	30	FALSE	1	13199.6	0.3848	icontrol
nickel(ii)	70	mM	2022-03-09	A10	5142	1	FALSE	1	13199.6	0.3254	icontrol
novobiocin	37	ug/mL	2022-03-09	A11	5142	30	FALSE	1	13199.6	0.3311	icontrol
urea	227	mM	2022-03-09	A12	5142	750	FALSE	1	13199.6	0.1067	icontrol
none	0		2022-03-09	B1	5111	NA	FALSE	2	13199.6	0.3617	icontrol
deoxycholate	177	%w/v	2022-03-09	B2	5111	1	FALSE	2	13199.6	0.2242	icontrol
mecillinam	32	ng/mL	2022-03-09	B3	5111	30	FALSE	2	13199.6	0.3443	icontrol
nickel(ii)	70	mM	2022-03-09	B4	5111	1	FALSE	2	13199.6	0.2467	icontrol
novobiocin	37	ug/mL	2022-03-09	B5	5111	30	FALSE	2	13199.6	0.3435	icontrol
urea	227	mM	2022-03-09	B6	5111	750	FALSE	2	13199.6	0.1283	icontrol
none	0		2022-03-09	B7	5142	NA	FALSE	2	13199.6	0.4369	icontrol
deoxycholate	177	%w/v	2022-03-09	B8	5142	1	FALSE	2	13199.6	0.1971	icontrol
mecillinam	32	ng/mL	2022-03-09	B9	5142	30	FALSE	2	13199.6	0.3684	icontrol
nickel(ii)	70	mM	2022-03-09	B10	5142	1	FALSE	2	13199.6	0.2536	icontrol
novobiocin	37	ug/mL	2022-03-09	B11	5142	30	FALSE	2	13199.6	0.2967	icontrol
urea	227	mM	2022-03-09	B12	5142	750	FALSE	2	13199.6	0.1025	icontrol
none	0		2022-03-09	C1	5111	NA	FALSE	3	13199.6	0.3518	icontrol
deoxycholate	177	%w/v	2022-03-09	C2	5111	1	FALSE	3	13199.6	0.2297	icontrol
mecillinam	32	ng/mL	2022-03-09	C3	5111	30	FALSE	3	13199.6	0.3582	icontrol
nickel(ii)	70	mM	2022-03-09	C4	5111	1	FALSE	3	13199.6	0.2255	icontrol
novobiocin	37	ug/mL	2022-03-09	C5	5111	30	FALSE	3	13199.6	0.3415	icontrol
urea	227	mM	2022-03-09	C6	5111	750	FALSE	3	13199.6	0.1299	icontrol
none	0		2022-03-09	C7	5142	NA	FALSE	3	13199.6	0.4457	icontrol
deoxycholate	177	%w/v	2022-03-09	C8	5142	1	FALSE	3	13199.6	0.2025	icontrol
mecillinam	32	ng/mL	2022-03-09	C9	5142	30	FALSE	3	13199.6	0.3951	icontrol
nickel(ii)	70	mM	2022-03-09	C10	5142	1	FALSE	3	13199.6	0.3136	icontrol
novobiocin	37	ug/mL	2022-03-09	C11	5142	30	FALSE	3	13199.6	0.3305	icontrol
urea	227	mM	2022-03-09	C12	5142	750	FALSE	3	13199.6	0.1084	icontrol
none	0		2022-03-09	D1	5111	NA	FALSE	4	13199.6	0.3143	icontrol
deoxycholate	177	%w/v	2022-03-09	D2	5111	1	FALSE	4	13199.6	0.2142	icontrol
mecillinam	32	ng/mL	2022-03-09	D3	5111	30	FALSE	4	13199.6	0.3205	icontrol
nickel(ii)	70	mM	2022-03-09	D4	5111	1	FALSE	4	13199.6	0.2321	icontrol
novobiocin	37	ug/mL	2022-03-09	D5	5111	30	FALSE	4	13199.6	0.3456	icontrol
urea	227	mM	2022-03-09	D6	5111	750	FALSE	4	13199.6	0.1339	icontrol
none	0		2022-03-09	D7	5142	NA	FALSE	4	13199.6	0.4485	icontrol
deoxycholate	177	%w/v	2022-03-09	D8	5142	1	FALSE	4	13199.6	0.1953	icontrol
mecillinam	32	ng/mL	2022-03-09	D9	5142	30	FALSE	4	13199.6	0.3805	icontrol
nickel(ii)	70	mM	2022-03-09	D10	5142	1	FALSE	4	13199.6	0.2891	icontrol
novobiocin	37	ug/mL	2022-03-09	D11	5142	30	FALSE	4	13199.6	0.2583	icontrol
urea	227	mM	2022-03-09	D12	5142	750	FALSE	4	13199.6	0.1002	icontrol
none	0		2022-03-09	E1	5111	NA	TRUE	1	13199.6	0.2641	icontrol
deoxycholate	177	%w/v	2022-03-09	E2	5111	1	TRUE	1	13199.6	0.2038	icontrol
mecillinam	32	ng/mL	2022-03-09	E3	5111	30	TRUE	1	13199.6	0.2945	icontrol
nickel(ii)	70	mM	2022-03-09	E4	5111	1	TRUE	1	13199.6	0.223	icontrol
novobiocin	37	ug/mL	2022-03-09	E5	5111	30	TRUE	1	13199.6	0.3027	icontrol
urea	227	mM	2022-03-09	E6	5111	750	TRUE	1	13199.6	0.1891	icontrol
none	0		2022-03-09	E7	5142	NA	TRUE	1	13199.6	0.4449	icontrol
deoxycholate	177	%w/v	2022-03-09	E8	5142	1	TRUE	1	13199.6	0.1954	icontrol
mecillinam	32	ng/mL	2022-03-09	E9	5142	30	TRUE	1	13199.6	0.3796	icontrol
nickel(ii)	70	mM	2022-03-09	E10	5142	1	TRUE	1	13199.6	0.3308	icontrol
novobiocin	37	ug/mL	2022-03-09	E11	5142	30	TRUE	1	13199.6	0.2973	icontrol
urea	227	mM	2022-03-09	E12	5142	750	TRUE	1	13199.6	0.1073	icontrol
none	0		2022-03-09	F1	5111	NA	TRUE	2	13199.6	0.3283	icontrol
deoxycholate	177	%w/v	2022-03-09	F2	5111	1	TRUE	2	13199.6	0.2068	icontrol
mecillinam	32	ng/mL	2022-03-09	F3	5111	30	TRUE	2	13199.6	0.3117	icontrol
nickel(ii)	70	mM	2022-03-09	F4	5111	1	TRUE	2	13199.6	0.2516	icontrol
novobiocin	37	ug/mL	2022-03-09	F5	5111	30	TRUE	2	13199.6	0.3324	icontrol
urea	227	mM	2022-03-09	F6	5111	750	TRUE	2	13199.6	0.1287	icontrol
none	0		2022-03-09	F7	5142	NA	TRUE	2	13199.6	0.4231	icontrol
deoxycholate	177	%w/v	2022-03-09	F8	5142	1	TRUE	2	13199.6	0.1589	icontrol
mecillinam	32	ng/mL	2022-03-09	F9	5142	30	TRUE	2	13199.6	0.3597	icontrol
nickel(ii)	70	mM	2022-03-09	F10	5142	1	TRUE	2	13199.6	0.3076	icontrol
novobiocin	37	ug/mL	2022-03-09	F11	5142	30	TRUE	2	13199.6	0.2512	icontrol
urea	227	mM	2022-03-09	F12	5142	750	TRUE	2	13199.6	0.1052	icontrol
none	0		2022-03-09	G1	5111	NA	TRUE	3	13199.6	0.2982	icontrol
deoxycholate	177	%w/v	2022-03-09	G2	5111	1	TRUE	3	13199.6	0.1943	icontrol
mecillinam	32	ng/mL	2022-03-09	G3	5111	30	TRUE	3	13199.6	0.2851	icontrol
nickel(ii)	70	mM	2022-03-09	G4	5111	1	TRUE	3	13199.6	0.2374	icontrol
novobiocin	37	ug/mL	2022-03-09	G5	5111	30	TRUE	3	13199.6	0.3121	icontrol
urea	227	mM	2022-03-09	G6	5111	750	TRUE	3	13199.6	0.1144	icontrol
none	0		2022-03-09	G7	5142	NA	TRUE	3	13199.6	0.4172	icontrol
deoxycholate	177	%w/v	2022-03-09	G8	5142	1	TRUE	3	13199.6	0.1809	icontrol
mecillinam	32	ng/mL	2022-03-09	G9	5142	30	TRUE	3	13199.6	0.3975	icontrol
nickel(ii)	70	mM	2022-03-09	G10	5142	1	TRUE	3	13199.6	0.3363	icontrol
novobiocin	37	ug/mL	2022-03-09	G11	5142	30	TRUE	3	13199.6	0.3257	icontrol
urea	227	mM	2022-03-09	G12	5142	750	TRUE	3	13199.6	0.1118	icontrol
none	0		2022-03-09	H1	5111	NA	TRUE	4	13199.6	0.3068	icontrol
deoxycholate	177	%w/v	2022-03-09	H2	5111	1	TRUE	4	13199.6	0.1992	icontrol
mecillinam	32	ng/mL	2022-03-09	H3	5111	30	TRUE	4	13199.6	0.3089	icontrol
nickel(ii)	70	mM	2022-03-09	H4	5111	1	TRUE	4	13199.6	0.2406	icontrol
novobiocin	37	ug/mL	2022-03-09	H5	5111	30	TRUE	4	13199.6	0.3017	icontrol
urea	227	mM	2022-03-09	H6	5111	750	TRUE	4	13199.6	0.1118	icontrol
none	0		2022-03-09	H7	5142	NA	TRUE	4	13199.6	0.3172	icontrol
deoxycholate	177	%w/v	2022-03-09	H8	5142	1	TRUE	4	13199.6	0.1532	icontrol
mecillinam	32	ng/mL	2022-03-09	H9	5142	30	TRUE	4	13199.6	0.3463	icontrol
nickel(ii)	70	mM	2022-03-09	H10	5142	1	TRUE	4	13199.6	0.2263	icontrol
novobiocin	37	ug/mL	2022-03-09	H11	5142	30	TRUE	4	13199.6	0.2295	icontrol
urea	227	mM	2022-03-09	H12	5142	750	TRUE	4	13199.6	0.1062	icontrol
none	0		2022-03-09	A1	5111	NA	FALSE	1	14079.6	0.444	icontrol
deoxycholate	177	%w/v	2022-03-09	A2	5111	1	FALSE	1	14079.6	0.2528	icontrol
mecillinam	32	ng/mL	2022-03-09	A3	5111	30	FALSE	1	14079.6	0.4299	icontrol
nickel(ii)	70	mM	2022-03-09	A4	5111	1	FALSE	1	14079.6	0.2865	icontrol
novobiocin	37	ug/mL	2022-03-09	A5	5111	30	FALSE	1	14079.6	0.4472	icontrol
urea	227	mM	2022-03-09	A6	5111	750	FALSE	1	14079.6	0.1282	icontrol
none	0		2022-03-09	A7	5142	NA	FALSE	1	14079.6	0.4758	icontrol
deoxycholate	177	%w/v	2022-03-09	A8	5142	1	FALSE	1	14079.6	0.2475	icontrol
mecillinam	32	ng/mL	2022-03-09	A9	5142	30	FALSE	1	14079.6	0.4429	icontrol
nickel(ii)	70	mM	2022-03-09	A10	5142	1	FALSE	1	14079.6	0.3762	icontrol
novobiocin	37	ug/mL	2022-03-09	A11	5142	30	FALSE	1	14079.6	0.3971	icontrol
urea	227	mM	2022-03-09	A12	5142	750	FALSE	1	14079.6	0.1052	icontrol
none	0		2022-03-09	B1	5111	NA	FALSE	2	14079.6	0.4556	icontrol
deoxycholate	177	%w/v	2022-03-09	B2	5111	1	FALSE	2	14079.6	0.2535	icontrol
mecillinam	32	ng/mL	2022-03-09	B3	5111	30	FALSE	2	14079.6	0.4294	icontrol
nickel(ii)	70	mM	2022-03-09	B4	5111	1	FALSE	2	14079.6	0.2937	icontrol
novobiocin	37	ug/mL	2022-03-09	B5	5111	30	FALSE	2	14079.6	0.41	icontrol
urea	227	mM	2022-03-09	B6	5111	750	FALSE	2	14079.6	0.1371	icontrol
none	0		2022-03-09	B7	5142	NA	FALSE	2	14079.6	0.5027	icontrol
deoxycholate	177	%w/v	2022-03-09	B8	5142	1	FALSE	2	14079.6	0.2513	icontrol
mecillinam	32	ng/mL	2022-03-09	B9	5142	30	FALSE	2	14079.6	0.4507	icontrol
nickel(ii)	70	mM	2022-03-09	B10	5142	1	FALSE	2	14079.6	0.3308	icontrol
novobiocin	37	ug/mL	2022-03-09	B11	5142	30	FALSE	2	14079.6	0.3714	icontrol
urea	227	mM	2022-03-09	B12	5142	750	FALSE	2	14079.6	0.1049	icontrol
none	0		2022-03-09	C1	5111	NA	FALSE	3	14079.6	0.4288	icontrol
deoxycholate	177	%w/v	2022-03-09	C2	5111	1	FALSE	3	14079.6	0.261	icontrol
mecillinam	32	ng/mL	2022-03-09	C3	5111	30	FALSE	3	14079.6	0.4369	icontrol
nickel(ii)	70	mM	2022-03-09	C4	5111	1	FALSE	3	14079.6	0.2717	icontrol
novobiocin	37	ug/mL	2022-03-09	C5	5111	30	FALSE	3	14079.6	0.4056	icontrol
urea	227	mM	2022-03-09	C6	5111	750	FALSE	3	14079.6	0.14	icontrol
none	0		2022-03-09	C7	5142	NA	FALSE	3	14079.6	0.5153	icontrol
deoxycholate	177	%w/v	2022-03-09	C8	5142	1	FALSE	3	14079.6	0.2534	icontrol
mecillinam	32	ng/mL	2022-03-09	C9	5142	30	FALSE	3	14079.6	0.4576	icontrol
nickel(ii)	70	mM	2022-03-09	C10	5142	1	FALSE	3	14079.6	0.3764	icontrol
novobiocin	37	ug/mL	2022-03-09	C11	5142	30	FALSE	3	14079.6	0.4016	icontrol
urea	227	mM	2022-03-09	C12	5142	750	FALSE	3	14079.6	0.1099	icontrol
none	0		2022-03-09	D1	5111	NA	FALSE	4	14079.6	0.3949	icontrol
deoxycholate	177	%w/v	2022-03-09	D2	5111	1	FALSE	4	14079.6	0.2519	icontrol
mecillinam	32	ng/mL	2022-03-09	D3	5111	30	FALSE	4	14079.6	0.4105	icontrol
nickel(ii)	70	mM	2022-03-09	D4	5111	1	FALSE	4	14079.6	0.2798	icontrol
novobiocin	37	ug/mL	2022-03-09	D5	5111	30	FALSE	4	14079.6	0.4087	icontrol
urea	227	mM	2022-03-09	D6	5111	750	FALSE	4	14079.6	0.1449	icontrol
none	0		2022-03-09	D7	5142	NA	FALSE	4	14079.6	0.511	icontrol
deoxycholate	177	%w/v	2022-03-09	D8	5142	1	FALSE	4	14079.6	0.2476	icontrol
mecillinam	32	ng/mL	2022-03-09	D9	5142	30	FALSE	4	14079.6	0.4629	icontrol
nickel(ii)	70	mM	2022-03-09	D10	5142	1	FALSE	4	14079.6	0.3537	icontrol
novobiocin	37	ug/mL	2022-03-09	D11	5142	30	FALSE	4	14079.6	0.334	icontrol
urea	227	mM	2022-03-09	D12	5142	750	FALSE	4	14079.6	0.1032	icontrol
none	0		2022-03-09	E1	5111	NA	TRUE	1	14079.6	0.352	icontrol
deoxycholate	177	%w/v	2022-03-09	E2	5111	1	TRUE	1	14079.6	0.2465	icontrol
mecillinam	32	ng/mL	2022-03-09	E3	5111	30	TRUE	1	14079.6	0.385	icontrol
nickel(ii)	70	mM	2022-03-09	E4	5111	1	TRUE	1	14079.6	0.2798	icontrol
novobiocin	37	ug/mL	2022-03-09	E5	5111	30	TRUE	1	14079.6	0.3659	icontrol
urea	227	mM	2022-03-09	E6	5111	750	TRUE	1	14079.6	0.2013	icontrol
none	0		2022-03-09	E7	5142	NA	TRUE	1	14079.6	0.5104	icontrol
deoxycholate	177	%w/v	2022-03-09	E8	5142	1	TRUE	1	14079.6	0.2501	icontrol
mecillinam	32	ng/mL	2022-03-09	E9	5142	30	TRUE	1	14079.6	0.4365	icontrol
nickel(ii)	70	mM	2022-03-09	E10	5142	1	TRUE	1	14079.6	0.4009	icontrol
novobiocin	37	ug/mL	2022-03-09	E11	5142	30	TRUE	1	14079.6	0.3773	icontrol
urea	227	mM	2022-03-09	E12	5142	750	TRUE	1	14079.6	0.111	icontrol
none	0		2022-03-09	F1	5111	NA	TRUE	2	14079.6	0.4213	icontrol
deoxycholate	177	%w/v	2022-03-09	F2	5111	1	TRUE	2	14079.6	0.2547	icontrol
mecillinam	32	ng/mL	2022-03-09	F3	5111	30	TRUE	2	14079.6	0.3999	icontrol
nickel(ii)	70	mM	2022-03-09	F4	5111	1	TRUE	2	14079.6	0.3122	icontrol
novobiocin	37	ug/mL	2022-03-09	F5	5111	30	TRUE	2	14079.6	0.4036	icontrol
urea	227	mM	2022-03-09	F6	5111	750	TRUE	2	14079.6	0.1382	icontrol
none	0		2022-03-09	F7	5142	NA	TRUE	2	14079.6	0.4884	icontrol
deoxycholate	177	%w/v	2022-03-09	F8	5142	1	TRUE	2	14079.6	0.1969	icontrol
mecillinam	32	ng/mL	2022-03-09	F9	5142	30	TRUE	2	14079.6	0.4285	icontrol
nickel(ii)	70	mM	2022-03-09	F10	5142	1	TRUE	2	14079.6	0.3768	icontrol
novobiocin	37	ug/mL	2022-03-09	F11	5142	30	TRUE	2	14079.6	0.3261	icontrol
urea	227	mM	2022-03-09	F12	5142	750	TRUE	2	14079.6	0.1089	icontrol
none	0		2022-03-09	G1	5111	NA	TRUE	3	14079.6	0.3678	icontrol
deoxycholate	177	%w/v	2022-03-09	G2	5111	1	TRUE	3	14079.6	0.2425	icontrol
mecillinam	32	ng/mL	2022-03-09	G3	5111	30	TRUE	3	14079.6	0.3659	icontrol
nickel(ii)	70	mM	2022-03-09	G4	5111	1	TRUE	3	14079.6	0.2949	icontrol
novobiocin	37	ug/mL	2022-03-09	G5	5111	30	TRUE	3	14079.6	0.3697	icontrol
urea	227	mM	2022-03-09	G6	5111	750	TRUE	3	14079.6	0.1226	icontrol
none	0		2022-03-09	G7	5142	NA	TRUE	3	14079.6	0.4741	icontrol
deoxycholate	177	%w/v	2022-03-09	G8	5142	1	TRUE	3	14079.6	0.2272	icontrol
mecillinam	32	ng/mL	2022-03-09	G9	5142	30	TRUE	3	14079.6	0.4483	icontrol
nickel(ii)	70	mM	2022-03-09	G10	5142	1	TRUE	3	14079.6	0.4037	icontrol
novobiocin	37	ug/mL	2022-03-09	G11	5142	30	TRUE	3	14079.6	0.4021	icontrol
urea	227	mM	2022-03-09	G12	5142	750	TRUE	3	14079.6	0.1176	icontrol
none	0		2022-03-09	H1	5111	NA	TRUE	4	14079.6	0.3734	icontrol
deoxycholate	177	%w/v	2022-03-09	H2	5111	1	TRUE	4	14079.6	0.2513	icontrol
mecillinam	32	ng/mL	2022-03-09	H3	5111	30	TRUE	4	14079.6	0.3915	icontrol
nickel(ii)	70	mM	2022-03-09	H4	5111	1	TRUE	4	14079.6	0.2968	icontrol
novobiocin	37	ug/mL	2022-03-09	H5	5111	30	TRUE	4	14079.6	0.3739	icontrol
urea	227	mM	2022-03-09	H6	5111	750	TRUE	4	14079.6	0.1184	icontrol
none	0		2022-03-09	H7	5142	NA	TRUE	4	14079.6	0.4007	icontrol
deoxycholate	177	%w/v	2022-03-09	H8	5142	1	TRUE	4	14079.6	0.1865	icontrol
mecillinam	32	ng/mL	2022-03-09	H9	5142	30	TRUE	4	14079.6	0.4253	icontrol
nickel(ii)	70	mM	2022-03-09	H10	5142	1	TRUE	4	14079.6	0.2858	icontrol
novobiocin	37	ug/mL	2022-03-09	H11	5142	30	TRUE	4	14079.6	0.2931	icontrol
urea	227	mM	2022-03-09	H12	5142	750	TRUE	4	14079.6	0.1123	icontrol
none	0		2022-03-09	A1	5111	NA	FALSE	1	14959.6	0.5032	icontrol
deoxycholate	177	%w/v	2022-03-09	A2	5111	1	FALSE	1	14959.6	0.3226	icontrol
mecillinam	32	ng/mL	2022-03-09	A3	5111	30	FALSE	1	14959.6	0.4825	icontrol
nickel(ii)	70	mM	2022-03-09	A4	5111	1	FALSE	1	14959.6	0.3212	icontrol
novobiocin	37	ug/mL	2022-03-09	A5	5111	30	FALSE	1	14959.6	0.5009	icontrol
urea	227	mM	2022-03-09	A6	5111	750	FALSE	1	14959.6	0.1335	icontrol
none	0		2022-03-09	A7	5142	NA	FALSE	1	14959.6	0.5294	icontrol
deoxycholate	177	%w/v	2022-03-09	A8	5142	1	FALSE	1	14959.6	0.2971	icontrol
mecillinam	32	ng/mL	2022-03-09	A9	5142	30	FALSE	1	14959.6	0.4948	icontrol
nickel(ii)	70	mM	2022-03-09	A10	5142	1	FALSE	1	14959.6	0.4315	icontrol
novobiocin	37	ug/mL	2022-03-09	A11	5142	30	FALSE	1	14959.6	0.4602	icontrol
urea	227	mM	2022-03-09	A12	5142	750	FALSE	1	14959.6	0.1085	icontrol
none	0		2022-03-09	B1	5111	NA	FALSE	2	14959.6	0.5207	icontrol
deoxycholate	177	%w/v	2022-03-09	B2	5111	1	FALSE	2	14959.6	0.3164	icontrol
mecillinam	32	ng/mL	2022-03-09	B3	5111	30	FALSE	2	14959.6	0.4864	icontrol
nickel(ii)	70	mM	2022-03-09	B4	5111	1	FALSE	2	14959.6	0.3348	icontrol
