locus_tag	gene	FDR.gene	Direction.gene
b2891	prfB	3.04687873952557e-06	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3340	fusA	0.000583247466215147	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b4375	prfC	0.00231296057831496	Up
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0089	ftsW	7.05423119871274e-07	Down
b0090	murG	0.00727537656604186	Down
b0149	mrcB	0.0096491151072482	Down
b0634	mrdB	7.05423119871274e-07	Down
b0635	mrdA	3.4705631366445e-05	Down
b2516	rodZ	0.0207425945867818	Down
b3249	mreD	1.45348902780359e-07	Down
b3250	mreC	0.000155474582036619	Down
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0089	ftsW	7.05423119871274e-07	Down
b0090	murG	0.00727537656604186	Down
b0149	mrcB	0.0096491151072482	Down
b0634	mrdB	7.05423119871274e-07	Down
b0635	mrdA	3.4705631366445e-05	Down
b0920	elyC	0.0240725064157381	Down
b2516	rodZ	0.0207425945867818	Down
b3176	glmM	0.0274831097576486	Down
b3249	mreD	1.45348902780359e-07	Down
b3250	mreC	0.000155474582036619	Down
b3613	envC	0.00053211437914981	Down
b0023	rpsT	1.94006543762288e-05	Up
b0170	tsf	0.00435994958879632	Up
b0911	rpsA	0.00120115935057828	Up
b1718	infC	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b2891	prfB	3.04687873952557e-06	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3340	fusA	0.000583247466215147	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b4375	prfC	0.00231296057831496	Up
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0089	ftsW	7.05423119871274e-07	Down
b0090	murG	0.00727537656604186	Down
b0149	mrcB	0.0096491151072482	Down
b0633	rlpA	0.0139051864218882	Down
b0634	mrdB	7.05423119871274e-07	Down
b0635	mrdA	3.4705631366445e-05	Down
b0920	elyC	0.0240725064157381	Down
b1856	mepM	0.0119927368302968	Down
b2175	mepS	0.00144142371972285	Down
b2516	rodZ	0.0207425945867818	Down
b3176	glmM	0.0274831097576486	Down
b3249	mreD	1.45348902780359e-07	Down
b3250	mreC	0.000155474582036619	Down
b3462	ftsX	4.6306154622735e-08	Down
b3463	ftsE	2.80572326018894e-06	Down
b4392	slt	7.15062146212057e-05	Down
b0023	rpsT	1.94006543762288e-05	Up
b0170	tsf	0.00435994958879632	Up
b0911	rpsA	0.00120115935057828	Up
b1718	infC	0.00120115935057828	Up
b2608	rimM	6.61761561817481e-05	Up
b2609	rpsP	2.44512875061092e-07	Up
b2891	prfB	3.04687873952557e-06	Up
b3165	rpsO	0.0114199716649556	Up
b3168	infB	7.05423119871274e-07	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3340	fusA	0.000583247466215147	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b4375	prfC	0.00231296057831496	Up
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0089	ftsW	7.05423119871274e-07	Down
b0090	murG	0.00727537656604186	Down
b0149	mrcB	0.0096491151072482	Down
b0634	mrdB	7.05423119871274e-07	Down
b0635	mrdA	3.4705631366445e-05	Down
b0920	elyC	0.0240725064157381	Down
b2516	rodZ	0.0207425945867818	Down
b3176	glmM	0.0274831097576486	Down
b3249	mreD	1.45348902780359e-07	Down
b3250	mreC	0.000155474582036619	Down
b3613	envC	0.00053211437914981	Down
b0023	rpsT	1.94006543762288e-05	Up
b0170	tsf	0.00435994958879632	Up
b0911	rpsA	0.00120115935057828	Up
b1718	infC	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3340	fusA	0.000583247466215147	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b2827	thyA	9.58393019859987e-09	Down
b3462	ftsX	4.6306154622735e-08	Down
b3463	ftsE	2.80572326018894e-06	Down
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3340	fusA	0.000583247466215147	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b1098	tmk	0.0052056467047703	Down
b2065	dcd	3.28492696042914e-05	Down
b2234	nrdA	1.76961560753885e-07	Down
b2827	thyA	9.58393019859987e-09	Down
b2276	nuoN	0.00029166418515869	Up
b2277	nuoM	0.000189743574544974	Up
b2278	nuoL	0.00370719113923976	Up
b2279	nuoK	0.00104258957851499	Up
b2280	nuoJ	0.000114599030159698	Up
b2281	nuoI	0.000572406886499882	Up
b2283	nuoG	0.000749988043994047	Up
b2284	nuoF	0.00021437486251019	Up
b2286	nuoC	0.0434853782974996	Up
b2287	nuoB	0.00313714521652292	Up
b2288	nuoA	0.00282216064251479	Up
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0089	ftsW	7.05423119871274e-07	Down
b0090	murG	0.00727537656604186	Down
b0149	mrcB	0.0096491151072482	Down
b0634	mrdB	7.05423119871274e-07	Down
b0635	mrdA	3.4705631366445e-05	Down
b2516	rodZ	0.0207425945867818	Down
b3176	glmM	0.0274831097576486	Down
b3249	mreD	1.45348902780359e-07	Down
b3250	mreC	0.000155474582036619	Down
b0089	ftsW	7.05423119871274e-07	Down
b0890	ftsK	0.000186777227379856	Down
b2412	zipA	0.0309119855560935	Down
b2516	rodZ	0.0207425945867818	Down
b2748	ftsB	0.0279297869524261	Down
b2910	zapA	0.0135734100800922	Down
b3462	ftsX	4.6306154622735e-08	Down
b3463	ftsE	2.80572326018894e-06	Down
b3933	ftsN	0.000194101159630271	Down
b0170	tsf	0.00435994958879632	Up
b0680	glnS	0.00261682176317574	Up
b0884	infA	1.00809262883171e-09	Up
b0893	serS	0.00191875244163596	Up
b0930	asnS	2.30881309335495e-07	Up
b1637	tyrS	1.94006543762288e-05	Up
b1718	infC	0.00120115935057828	Up
b2400	gltX	0.0392729938592555	Up
b2514	hisS	0.0182638956157125	Up
b2890	lysS	1.72444890576066e-05	Up
b2891	prfB	3.04687873952557e-06	Up
b3168	infB	7.05423119871274e-07	Up
b3340	fusA	0.000583247466215147	Up
b3384	trpS	0.0255428337872986	Up
b4375	prfC	0.00231296057831496	Up
b2609	rpsP	2.44512875061092e-07	Up
b3230	rpsI	7.85071166463557e-08	Up
b3302	rpmD	0.00787605381215597	Up
b3304	rplR	7.15062146212057e-05	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b1098	tmk	0.0052056467047703	Down
b2065	dcd	3.28492696042914e-05	Down
b2827	thyA	9.58393019859987e-09	Down
b0184	dnaE	0.00268094119552039	Down
b0470	dnaX	0.0131999669610405	Down
b3701	dnaN	3.04687873952557e-06	Down
b4372	holD	0.00280387627023757	Down
b1098	tmk	0.0052056467047703	Down
b2065	dcd	3.28492696042914e-05	Down
b2827	thyA	9.58393019859987e-09	Down
b0170	tsf	0.00435994958879632	Up
b0884	infA	1.00809262883171e-09	Up
b1718	infC	0.00120115935057828	Up
b2891	prfB	3.04687873952557e-06	Up
b3168	infB	7.05423119871274e-07	Up
b3340	fusA	0.000583247466215147	Up
b4375	prfC	0.00231296057831496	Up
b2608	rimM	6.61761561817481e-05	Up
b3168	infB	7.05423119871274e-07	Up
b3340	fusA	0.000583247466215147	Up
b4375	prfC	0.00231296057831496	Up
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0089	ftsW	7.05423119871274e-07	Down
b0090	murG	0.00727537656604186	Down
b0149	mrcB	0.0096491151072482	Down
b0634	mrdB	7.05423119871274e-07	Down
b0635	mrdA	3.4705631366445e-05	Down
b2516	rodZ	0.0207425945867818	Down
b3176	glmM	0.0274831097576486	Down
b3249	mreD	1.45348902780359e-07	Down
b3250	mreC	0.000155474582036619	Down
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2608	rimM	6.61761561817481e-05	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b0893	serS	0.00191875244163596	Up
b0930	asnS	2.30881309335495e-07	Up
b2514	hisS	0.0182638956157125	Up
b2890	lysS	1.72444890576066e-05	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b2276	nuoN	0.00029166418515869	Up
b2277	nuoM	0.000189743574544974	Up
b2278	nuoL	0.00370719113923976	Up
b2279	nuoK	0.00104258957851499	Up
b2283	nuoG	0.000749988043994047	Up
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0090	murG	0.00727537656604186	Down
b1098	tmk	0.0052056467047703	Down
b2065	dcd	3.28492696042914e-05	Down
b2827	thyA	9.58393019859987e-09	Down
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b0184	dnaE	0.00268094119552039	Down
b0470	dnaX	0.0131999669610405	Down
b3701	dnaN	3.04687873952557e-06	Down
b4372	holD	0.00280387627023757	Down
b2276	nuoN	0.00029166418515869	Up
b2277	nuoM	0.000189743574544974	Up
b2278	nuoL	0.00370719113923976	Up
b2279	nuoK	0.00104258957851499	Up
b2280	nuoJ	0.000114599030159698	Up
b2283	nuoG	0.000749988043994047	Up
b2284	nuoF	0.00021437486251019	Up
b2286	nuoC	0.0434853782974996	Up
b2287	nuoB	0.00313714521652292	Up
b2288	nuoA	0.00282216064251479	Up
b3462	ftsX	4.6306154622735e-08	Down
b4392	slt	7.15062146212057e-05	Down
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b0023	rpsT	1.94006543762288e-05	Up
b0170	tsf	0.00435994958879632	Up
b0680	glnS	0.00261682176317574	Up
b0884	infA	1.00809262883171e-09	Up
b0893	serS	0.00191875244163596	Up
b0911	rpsA	0.00120115935057828	Up
b0930	asnS	2.30881309335495e-07	Up
b1637	tyrS	1.94006543762288e-05	Up
b1718	infC	0.00120115935057828	Up
b1807	tsaB	0.00930994226251408	Up
b2400	gltX	0.0392729938592555	Up
b2514	hisS	0.0182638956157125	Up
b2609	rpsP	2.44512875061092e-07	Up
b2890	lysS	1.72444890576066e-05	Up
b2891	prfB	3.04687873952557e-06	Up
b3064	tsaD	0.0206018316089976	Up
b3165	rpsO	0.0114199716649556	Up
b3168	infB	7.05423119871274e-07	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3340	fusA	0.000583247466215147	Up
b3341	rpsG	0.00177753142439079	Up
b3384	trpS	0.0255428337872986	Up
b3984	rplA	0.0139382556258167	Up
b4375	prfC	0.00231296057831496	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b3462	ftsX	4.6306154622735e-08	Down
b3302	rpmD	0.00787605381215597	Up
b3304	rplR	7.15062146212057e-05	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3984	rplA	0.0139382556258167	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3303	rpsE	0.00120115935057828	Up
b3307	rpsN	0.00709033578773566	Up
b3341	rpsG	0.00177753142439079	Up
b1098	tmk	0.0052056467047703	Down
b2827	thyA	9.58393019859987e-09	Down
b0170	tsf	0.00435994958879632	Up
b0884	infA	1.00809262883171e-09	Up
b1718	infC	0.00120115935057828	Up
b2891	prfB	3.04687873952557e-06	Up
b3168	infB	7.05423119871274e-07	Up
b3340	fusA	0.000583247466215147	Up
b4375	prfC	0.00231296057831496	Up
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0089	ftsW	7.05423119871274e-07	Down
b0090	murG	0.00727537656604186	Down
b0737	tolQ	0.00191875244163596	Down
b0738	tolR	0.00212518818337787	Down
b0739	tolA	0.0181479554938166	Down
b0740	tolB	0.00261682176317574	Down
b0741	pal	0.00301664757158989	Down
b0890	ftsK	0.000186777227379856	Down
b0924	mukB	0.0393941884752039	Down
b1174	minE	7.46149589769997e-08	Down
b1175	minD	1.2510240893199e-05	Down
b1176	minC	0.00959710838320526	Down
b1570	dicA	0.00301664757158989	Down
b2314	dedD	0.00119871907341337	Down
b2412	zipA	0.0309119855560935	Down
b2742	nlpD	0.00787605381215597	Down
b2748	ftsB	0.0279297869524261	Down
b2910	zapA	0.0135734100800922	Down
b3388	damX	0.00268094119552039	Down
b3462	ftsX	4.6306154622735e-08	Down
b3463	ftsE	2.80572326018894e-06	Down
b3613	envC	0.00053211437914981	Down
b3933	ftsN	0.000194101159630271	Down
b2742	nlpD	0.00787605381215597	Down
b3613	envC	0.00053211437914981	Down
b0930	asnS	2.30881309335495e-07	Up
b2890	lysS	1.72444890576066e-05	Up
b0680	glnS	0.00261682176317574	Up
b0893	serS	0.00191875244163596	Up
b0930	asnS	2.30881309335495e-07	Up
b1637	tyrS	1.94006543762288e-05	Up
b2400	gltX	0.0392729938592555	Up
b2514	hisS	0.0182638956157125	Up
b2890	lysS	1.72444890576066e-05	Up
b3384	trpS	0.0255428337872986	Up
b3699	gyrB	7.04719169927407e-08	Down
b0184	dnaE	0.00268094119552039	Down
b0470	dnaX	0.0131999669610405	Down
b0687	seqA	0.0213674108396059	Down
b2496	hda	2.44394710514413e-05	Down
b3066	dnaG	0.000515618572697607	Down
b3701	dnaN	3.04687873952557e-06	Down
b4052	dnaB	0.00280387627023757	Down
b4372	holD	0.00280387627023757	Down
b0023	rpsT	1.94006543762288e-05	Up
b0884	infA	1.00809262883171e-09	Up
b2608	rimM	6.61761561817481e-05	Up
b3165	rpsO	0.0114199716649556	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b2827	thyA	9.58393019859987e-09	Down
b1174	minE	7.46149589769997e-08	Down
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0089	ftsW	7.05423119871274e-07	Down
b0090	murG	0.00727537656604186	Down
b0149	mrcB	0.0096491151072482	Down
b0633	rlpA	0.0139051864218882	Down
b0634	mrdB	7.05423119871274e-07	Down
b0635	mrdA	3.4705631366445e-05	Down
b0920	elyC	0.0240725064157381	Down
b1856	mepM	0.0119927368302968	Down
b2175	mepS	0.00144142371972285	Down
b4392	slt	7.15062146212057e-05	Down
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b0089	ftsW	7.05423119871274e-07	Down
b0090	murG	0.00727537656604186	Down
b0149	mrcB	0.0096491151072482	Down
b0634	mrdB	7.05423119871274e-07	Down
b0635	mrdA	3.4705631366445e-05	Down
b2516	rodZ	0.0207425945867818	Down
b3176	glmM	0.0274831097576486	Down
b3249	mreD	1.45348902780359e-07	Down
b3250	mreC	0.000155474582036619	Down
b0170	tsf	0.00435994958879632	Up
b0884	infA	1.00809262883171e-09	Up
b1718	infC	0.00120115935057828	Up
b2891	prfB	3.04687873952557e-06	Up
b3165	rpsO	0.0114199716649556	Up
b3168	infB	7.05423119871274e-07	Up
b3340	fusA	0.000583247466215147	Up
b4375	prfC	0.00231296057831496	Up
b3230	rpsI	7.85071166463557e-08	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3704	rnpA	0.02061321754656	Up
b3984	rplA	0.0139382556258167	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
b3304	rplR	7.15062146212057e-05	Up
b3305	rplF	0.0036724284860504	Up
b3307	rpsN	0.00709033578773566	Up
b3309	rplX	0.000252628714143438	Up
b3310	rplN	0.00639982269869151	Up
b3312	rpmC	0.000800965679307441	Up
b3317	rplB	0.00187142807058164	Up
b3318	rplW	0.00156087782203055	Up
b3341	rpsG	0.00177753142439079	Up
b3984	rplA	0.0139382556258167	Up
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3303	rpsE	0.00120115935057828	Up
b3307	rpsN	0.00709033578773566	Up
b3341	rpsG	0.00177753142439079	Up
b0085	murE	7.35847172313259e-07	Down
b0088	murD	4.9510145445809e-06	Down
b2315	folC	1.34349551458911e-06	Down
b3639	dfp	0.000555576041235263	Down
b0680	glnS	0.00261682176317574	Up
b0893	serS	0.00191875244163596	Up
b0930	asnS	2.30881309335495e-07	Up
b1637	tyrS	1.94006543762288e-05	Up
b2400	gltX	0.0392729938592555	Up
b2890	lysS	1.72444890576066e-05	Up
b2780	pyrG	1.0326589626295e-07	Down
b0023	rpsT	1.94006543762288e-05	Up
b0911	rpsA	0.00120115935057828	Up
b2609	rpsP	2.44512875061092e-07	Up
b3165	rpsO	0.0114199716649556	Up
b3230	rpsI	7.85071166463557e-08	Up
b3231	rplM	0.00238355185209216	Up
b3302	rpmD	0.00787605381215597	Up
b3303	rpsE	0.00120115935057828	Up
