term	description	FDR.term	Direction.term
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
CL:45	Ribosome, and Translation factor activity, RNA binding	3.18144012370367e-10	Up
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
GO:0042546	Cell wall biogenesis	3.68154582418966e-10	Down
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
CL:51	Ribosome	4.08671631629269e-10	Up
GO:0042083	5,10-methylenetetrahydrofolate-dependent methyltransferase activity	4.58969759825406e-10	Down
GO:1904949	ATPase complex	4.85021622872006e-10	Down
GO:1904949	ATPase complex	4.85021622872006e-10	Down
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
CL:54	Ribosome	5.26752143042808e-10	Up
GO:0009263	Deoxyribonucleotide biosynthetic process	5.95092080989256e-10	Down
GO:0009263	Deoxyribonucleotide biosynthetic process	5.95092080989256e-10	Down
GO:0009263	Deoxyribonucleotide biosynthetic process	5.95092080989256e-10	Down
GO:0009263	Deoxyribonucleotide biosynthetic process	5.95092080989256e-10	Down
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	5.95092080989256e-10	Up
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0009252	Peptidoglycan biosynthetic process	6.00515488396127e-10	Down
GO:0043093	FtsZ-dependent cytokinesis	6.36571730119136e-10	Down
GO:0043093	FtsZ-dependent cytokinesis	6.36571730119136e-10	Down
GO:0043093	FtsZ-dependent cytokinesis	6.36571730119136e-10	Down
GO:0043093	FtsZ-dependent cytokinesis	6.36571730119136e-10	Down
GO:0043093	FtsZ-dependent cytokinesis	6.36571730119136e-10	Down
GO:0043093	FtsZ-dependent cytokinesis	6.36571730119136e-10	Down
GO:0043093	FtsZ-dependent cytokinesis	6.36571730119136e-10	Down
GO:0043093	FtsZ-dependent cytokinesis	6.36571730119136e-10	Down
GO:0043093	FtsZ-dependent cytokinesis	6.36571730119136e-10	Down
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
KW-0648	Protein biosynthesis	6.52489475123866e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
CL:56	Ribosome	6.62893502615074e-10	Up
GO:0009221	Pyrimidine deoxyribonucleotide biosynthetic process	6.81458400575e-10	Down
GO:0009221	Pyrimidine deoxyribonucleotide biosynthetic process	6.81458400575e-10	Down
GO:0009221	Pyrimidine deoxyribonucleotide biosynthetic process	6.81458400575e-10	Down
GO:0009360	DNA polymerase III complex	6.98418408015533e-10	Down
GO:0009360	DNA polymerase III complex	6.98418408015533e-10	Down
GO:0009360	DNA polymerase III complex	6.98418408015533e-10	Down
GO:0009360	DNA polymerase III complex	6.98418408015533e-10	Down
GO:0009200	Deoxyribonucleoside triphosphate metabolic process	8.20606692711012e-10	Down
GO:0009200	Deoxyribonucleoside triphosphate metabolic process	8.20606692711012e-10	Down
GO:0009200	Deoxyribonucleoside triphosphate metabolic process	8.20606692711012e-10	Down
GO:0008135	Translation factor activity, RNA binding	8.36272296950932e-10	Up
GO:0008135	Translation factor activity, RNA binding	8.36272296950932e-10	Up
GO:0008135	Translation factor activity, RNA binding	8.36272296950932e-10	Up
GO:0008135	Translation factor activity, RNA binding	8.36272296950932e-10	Up
GO:0008135	Translation factor activity, RNA binding	8.36272296950932e-10	Up
GO:0008135	Translation factor activity, RNA binding	8.36272296950932e-10	Up
GO:0008135	Translation factor activity, RNA binding	8.36272296950932e-10	Up
IPR009000	Translation protein, beta-barrel domain superfamily	9.11946206460506e-10	Up
IPR009000	Translation protein, beta-barrel domain superfamily	9.11946206460506e-10	Up
IPR009000	Translation protein, beta-barrel domain superfamily	9.11946206460506e-10	Up
IPR009000	Translation protein, beta-barrel domain superfamily	9.11946206460506e-10	Up
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0070589	Cellular component macromolecule biosynthetic process	1.11459324806856e-09	Down
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
GO:0005840	Ribosome	1.17806817118955e-09	Up
IPR006195	Aminoacyl-tRNA synthetase, class II	1.25141166337932e-09	Up
IPR006195	Aminoacyl-tRNA synthetase, class II	1.25141166337932e-09	Up
IPR006195	Aminoacyl-tRNA synthetase, class II	1.25141166337932e-09	Up
IPR006195	Aminoacyl-tRNA synthetase, class II	1.25141166337932e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
KW-0689	Ribosomal protein	1.26079470803287e-09	Up
GO:0042773	ATP synthesis coupled electron transport	1.26079470803287e-09	Up
GO:0042773	ATP synthesis coupled electron transport	1.26079470803287e-09	Up
GO:0042773	ATP synthesis coupled electron transport	1.26079470803287e-09	Up
GO:0042773	ATP synthesis coupled electron transport	1.26079470803287e-09	Up
GO:0042773	ATP synthesis coupled electron transport	1.26079470803287e-09	Up
CL:948	Mur ligase, central, and Glycosyl transferase family 4	1.48105350995072e-09	Down
CL:948	Mur ligase, central, and Glycosyl transferase family 4	1.48105350995072e-09	Down
CL:948	Mur ligase, central, and Glycosyl transferase family 4	1.48105350995072e-09	Down
GO:0009219	Pyrimidine deoxyribonucleotide metabolic process	1.50073465009686e-09	Down
GO:0009219	Pyrimidine deoxyribonucleotide metabolic process	1.50073465009686e-09	Down
GO:0009219	Pyrimidine deoxyribonucleotide metabolic process	1.50073465009686e-09	Down
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
GO:0002181	Cytoplasmic translation	1.55656728929025e-09	Up
CL:801	DNA polymerase III complex	1.56548580195959e-09	Down
CL:801	DNA polymerase III complex	1.56548580195959e-09	Down
CL:801	DNA polymerase III complex	1.56548580195959e-09	Down
CL:801	DNA polymerase III complex	1.56548580195959e-09	Down
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	1.67477327047414e-09	Up
GOCC:0005618	Cell wall	1.72618561739439e-09	Down
GOCC:0005618	Cell wall	1.72618561739439e-09	Down
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0044391	Ribosomal subunit	1.74872608265367e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GOCC:0005840	Ribosome	1.79288812193968e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GO:0006412	Translation	1.84131805164653e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
GOCC:0022626	Cytosolic ribosome	2.14008838037686e-09	Up
IPR040690	FtsX, extracellular domain	2.40765746279302e-09	Down
CL:88	Mixed, incl. 5S rRNA binding, and RNA splicing	2.60906385650469e-09	Up
CL:88	Mixed, incl. 5S rRNA binding, and RNA splicing	2.60906385650469e-09	Up
CL:88	Mixed, incl. 5S rRNA binding, and RNA splicing	2.60906385650469e-09	Up
CL:88	Mixed, incl. 5S rRNA binding, and RNA splicing	2.60906385650469e-09	Up
CL:88	Mixed, incl. 5S rRNA binding, and RNA splicing	2.60906385650469e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0003735	Structural constituent of ribosome	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0044391	Ribosomal subunit	2.61210072374353e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GO:0022626	Cytosolic ribosome	3.24266886348895e-09	Up
GOCC:0022627	Cytosolic small ribosomal subunit	3.45461357107707e-09	Up
GOCC:0022627	Cytosolic small ribosomal subunit	3.45461357107707e-09	Up
GOCC:0022627	Cytosolic small ribosomal subunit	3.45461357107707e-09	Up
GOCC:0022627	Cytosolic small ribosomal subunit	3.45461357107707e-09	Up
GOCC:0022627	Cytosolic small ribosomal subunit	3.45461357107707e-09	Up
GOCC:0022627	Cytosolic small ribosomal subunit	3.45461357107707e-09	Up
GOCC:0022627	Cytosolic small ribosomal subunit	3.45461357107707e-09	Up
GOCC:0022627	Cytosolic small ribosomal subunit	3.45461357107707e-09	Up
KW-0545	Nucleotide biosynthesis	3.46349123815298e-09	Down
KW-0545	Nucleotide biosynthesis	3.46349123815298e-09	Down
GO:0090079	Translation regulator activity, nucleic acid binding	3.94884200437838e-09	Up
GO:0090079	Translation regulator activity, nucleic acid binding	3.94884200437838e-09	Up
GO:0090079	Translation regulator activity, nucleic acid binding	3.94884200437838e-09	Up
GO:0090079	Translation regulator activity, nucleic acid binding	3.94884200437838e-09	Up
GO:0090079	Translation regulator activity, nucleic acid binding	3.94884200437838e-09	Up
GO:0090079	Translation regulator activity, nucleic acid binding	3.94884200437838e-09	Up
GO:0090079	Translation regulator activity, nucleic acid binding	3.94884200437838e-09	Up
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
KW-0132	Cell division	3.94884200437838e-09	Down
