Seconds	Temp	Well	OD600	Row	Column	Induced	Imipenem	followup	Organism
38110	36.7 °C	F4	0.366	F	4	TRUE	0.25	Moved to Second Competition	E. coli
38422	36.8 °C	F4	0.364	F	4	TRUE	0.25	Moved to Second Competition	E. coli
38735	36.8 °C	F4	0.362	F	4	TRUE	0.25	Moved to Second Competition	E. coli
39047	36.7 °C	F4	0.361	F	4	TRUE	0.25	Moved to Second Competition	E. coli
39360	36.8 °C	F4	0.36	F	4	TRUE	0.25	Moved to Second Competition	E. coli
39672	36.9 °C	F4	0.359	F	4	TRUE	0.25	Moved to Second Competition	E. coli
39984	36.8 °C	F4	0.358	F	4	TRUE	0.25	Moved to Second Competition	E. coli
40296	36.9 °C	F4	0.357	F	4	TRUE	0.25	Moved to Second Competition	E. coli
40609	36.7 °C	F4	0.355	F	4	TRUE	0.25	Moved to Second Competition	E. coli
40921	36.7 °C	F4	0.353	F	4	TRUE	0.25	Moved to Second Competition	E. coli
41233	36.8 °C	F4	0.352	F	4	TRUE	0.25	Moved to Second Competition	E. coli
41546	36.8 °C	F4	0.351	F	4	TRUE	0.25	Moved to Second Competition	E. coli
41858	36.9 °C	F4	0.35	F	4	TRUE	0.25	Moved to Second Competition	E. coli
42171	36.7 °C	F4	0.349	F	4	TRUE	0.25	Moved to Second Competition	E. coli
42483	36.8 °C	F4	0.346	F	4	TRUE	0.25	Moved to Second Competition	E. coli
42795	36.8 °C	F4	0.346	F	4	TRUE	0.25	Moved to Second Competition	E. coli
43108	36.8 °C	F4	0.343	F	4	TRUE	0.25	Moved to Second Competition	E. coli
43420	36.8 °C	F4	0.343	F	4	TRUE	0.25	Moved to Second Competition	E. coli
43732	36.8 °C	F4	0.342	F	4	TRUE	0.25	Moved to Second Competition	E. coli
44045	36.8 °C	F4	0.341	F	4	TRUE	0.25	Moved to Second Competition	E. coli
44357	36.7 °C	F4	0.339	F	4	TRUE	0.25	Moved to Second Competition	E. coli
44669	36.7 °C	F4	0.338	F	4	TRUE	0.25	Moved to Second Competition	E. coli
44982	36.7 °C	F4	0.338	F	4	TRUE	0.25	Moved to Second Competition	E. coli
45294	36.7 °C	F4	0.337	F	4	TRUE	0.25	Moved to Second Competition	E. coli
45607	36.9 °C	F4	0.336	F	4	TRUE	0.25	Moved to Second Competition	E. coli
45919	36.8 °C	F4	0.335	F	4	TRUE	0.25	Moved to Second Competition	E. coli
46232	36.7 °C	F4	0.334	F	4	TRUE	0.25	Moved to Second Competition	E. coli
46544	36.8 °C	F4	0.333	F	4	TRUE	0.25	Moved to Second Competition	E. coli
46856	36.7 °C	F4	0.332	F	4	TRUE	0.25	Moved to Second Competition	E. coli
47168	36.9 °C	F4	0.331	F	4	TRUE	0.25	Moved to Second Competition	E. coli
47481	36.8 °C	F4	0.329	F	4	TRUE	0.25	Moved to Second Competition	E. coli
47794	36.7 °C	F4	0.328	F	4	TRUE	0.25	Moved to Second Competition	E. coli
48106	36.8 °C	F4	0.328	F	4	TRUE	0.25	Moved to Second Competition	E. coli
48418	36.7 °C	F4	0.326	F	4	TRUE	0.25	Moved to Second Competition	E. coli
48730	36.8 °C	F4	0.326	F	4	TRUE	0.25	Moved to Second Competition	E. coli
49043	36.8 °C	F4	0.325	F	4	TRUE	0.25	Moved to Second Competition	E. coli
49355	36.8 °C	F4	0.325	F	4	TRUE	0.25	Moved to Second Competition	E. coli
49668	36.9 °C	F4	0.323	F	4	TRUE	0.25	Moved to Second Competition	E. coli
49980	36.7 °C	F4	0.322	F	4	TRUE	0.25	Moved to Second Competition	E. coli
50292	36.7 °C	F4	0.322	F	4	TRUE	0.25	Moved to Second Competition	E. coli
50605	36.8 °C	F4	0.32	F	4	TRUE	0.25	Moved to Second Competition	E. coli
50917	36.8 °C	F4	0.32	F	4	TRUE	0.25	Moved to Second Competition	E. coli
51229	36.9 °C	F4	0.32	F	4	TRUE	0.25	Moved to Second Competition	E. coli
51542	36.8 °C	F4	0.319	F	4	TRUE	0.25	Moved to Second Competition	E. coli
51854	36.7 °C	F4	0.32	F	4	TRUE	0.25	Moved to Second Competition	E. coli
52167	36.9 °C	F4	0.319	F	4	TRUE	0.25	Moved to Second Competition	E. coli
52479	36.9 °C	F4	0.317	F	4	TRUE	0.25	Moved to Second Competition	E. coli
52791	36.7 °C	F4	0.317	F	4	TRUE	0.25	Moved to Second Competition	E. coli
53104	36.9 °C	F4	0.315	F	4	TRUE	0.25	Moved to Second Competition	E. coli
53416	36.9 °C	F4	0.316	F	4	TRUE	0.25	Moved to Second Competition	E. coli
53728	36.9 °C	F4	0.315	F	4	TRUE	0.25	Moved to Second Competition	E. coli
54040	36.8 °C	F4	0.315	F	4	TRUE	0.25	Moved to Second Competition	E. coli
54353	36.8 °C	F4	0.315	F	4	TRUE	0.25	Moved to Second Competition	E. coli
54665	36.7 °C	F4	0.314	F	4	TRUE	0.25	Moved to Second Competition	E. coli
54978	36.8 °C	F4	0.313	F	4	TRUE	0.25	Moved to Second Competition	E. coli
55290	36.9 °C	F4	0.313	F	4	TRUE	0.25	Moved to Second Competition	E. coli
55603	36.8 °C	F4	0.313	F	4	TRUE	0.25	Moved to Second Competition	E. coli
55915	36.7 °C	F4	0.312	F	4	TRUE	0.25	Moved to Second Competition	E. coli
56227	36.9 °C	F4	0.312	F	4	TRUE	0.25	Moved to Second Competition	E. coli
56540	36.8 °C	F4	0.311	F	4	TRUE	0.25	Moved to Second Competition	E. coli
56852	36.7 °C	F4	0.312	F	4	TRUE	0.25	Moved to Second Competition	E. coli
57164	36.8 °C	F4	0.311	F	4	TRUE	0.25	Moved to Second Competition	E. coli
57477	36.7 °C	F4	0.311	F	4	TRUE	0.25	Moved to Second Competition	E. coli
57789	36.9 °C	F4	0.311	F	4	TRUE	0.25	Moved to Second Competition	E. coli
58102	36.7 °C	F4	0.31	F	4	TRUE	0.25	Moved to Second Competition	E. coli
58414	36.7 °C	F4	0.312	F	4	TRUE	0.25	Moved to Second Competition	E. coli
58726	36.7 °C	F4	0.311	F	4	TRUE	0.25	Moved to Second Competition	E. coli
59038	36.8 °C	F4	0.311	F	4	TRUE	0.25	Moved to Second Competition	E. coli
59351	36.7 °C	F4	0.31	F	4	TRUE	0.25	Moved to Second Competition	E. coli
59663	36.9 °C	F4	0.312	F	4	TRUE	0.25	Moved to Second Competition	E. coli
59975	36.7 °C	F4	0.311	F	4	TRUE	0.25	Moved to Second Competition	E. coli
60288	36.7 °C	F4	0.313	F	4	TRUE	0.25	Moved to Second Competition	E. coli
60600	36.8 °C	F4	0.311	F	4	TRUE	0.25	Moved to Second Competition	E. coli
60913	36.8 °C	F4	0.312	F	4	TRUE	0.25	Moved to Second Competition	E. coli
61225	36.8 °C	F4	0.312	F	4	TRUE	0.25	Moved to Second Competition	E. coli
61537	36.9 °C	F4	0.313	F	4	TRUE	0.25	Moved to Second Competition	E. coli
61850	36.7 °C	F4	0.312	F	4	TRUE	0.25	Moved to Second Competition	E. coli
62162	36.8 °C	F4	0.313	F	4	TRUE	0.25	Moved to Second Competition	E. coli
62474	36.7 °C	F4	0.313	F	4	TRUE	0.25	Moved to Second Competition	E. coli
62786	36.8 °C	F4	0.314	F	4	TRUE	0.25	Moved to Second Competition	E. coli
63099	36.8 °C	F4	0.314	F	4	TRUE	0.25	Moved to Second Competition	E. coli
63411	36.7 °C	F4	0.315	F	4	TRUE	0.25	Moved to Second Competition	E. coli
63723	36.8 °C	F4	0.316	F	4	TRUE	0.25	Moved to Second Competition	E. coli
64036	36.8 °C	F4	0.316	F	4	TRUE	0.25	Moved to Second Competition	E. coli
64348	36.9 °C	F4	0.316	F	4	TRUE	0.25	Moved to Second Competition	E. coli
64661	36.8 °C	F4	0.317	F	4	TRUE	0.25	Moved to Second Competition	E. coli
64973	36.8 °C	F4	0.317	F	4	TRUE	0.25	Moved to Second Competition	E. coli
65286	36.7 °C	F4	0.318	F	4	TRUE	0.25	Moved to Second Competition	E. coli
65598	36.7 °C	F4	0.318	F	4	TRUE	0.25	Moved to Second Competition	E. coli
65910	36.8 °C	F4	0.319	F	4	TRUE	0.25	Moved to Second Competition	E. coli
66223	36.7 °C	F4	0.32	F	4	TRUE	0.25	Moved to Second Competition	E. coli
66535	36.9 °C	F4	0.321	F	4	TRUE	0.25	Moved to Second Competition	E. coli
66848	36.8 °C	F4	0.322	F	4	TRUE	0.25	Moved to Second Competition	E. coli
67160	36.8 °C	F4	0.322	F	4	TRUE	0.25	Moved to Second Competition	E. coli
67472	36.8 °C	F4	0.323	F	4	TRUE	0.25	Moved to Second Competition	E. coli
67785	36.7 °C	F4	0.325	F	4	TRUE	0.25	Moved to Second Competition	E. coli
68097	36.8 °C	F4	0.325	F	4	TRUE	0.25	Moved to Second Competition	E. coli
68410	36.8 °C	F4	0.326	F	4	TRUE	0.25	Moved to Second Competition	E. coli
68722	36.8 °C	F4	0.327	F	4	TRUE	0.25	Moved to Second Competition	E. coli
69034	36.7 °C	F4	0.328	F	4	TRUE	0.25	Moved to Second Competition	E. coli
69347	36.7 °C	F4	0.329	F	4	TRUE	0.25	Moved to Second Competition	E. coli
69659	36.7 °C	F4	0.331	F	4	TRUE	0.25	Moved to Second Competition	E. coli
0	34.6 °C	F5	0.095	F	5	TRUE	0.5	96-well Plate Only	E. coli
312	36.4 °C	F5	0.105	F	5	TRUE	0.5	96-well Plate Only	E. coli
625	36.5 °C	F5	0.105	F	5	TRUE	0.5	96-well Plate Only	E. coli
937	36.9 °C	F5	0.108	F	5	TRUE	0.5	96-well Plate Only	E. coli
1250	36.8 °C	F5	0.11	F	5	TRUE	0.5	96-well Plate Only	E. coli
1562	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
1875	36.7 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
2187	36.8 °C	F5	0.122	F	5	TRUE	0.5	96-well Plate Only	E. coli
2500	36.7 °C	F5	0.126	F	5	TRUE	0.5	96-well Plate Only	E. coli
2812	36.8 °C	F5	0.131	F	5	TRUE	0.5	96-well Plate Only	E. coli
3125	36.8 °C	F5	0.137	F	5	TRUE	0.5	96-well Plate Only	E. coli
3437	36.7 °C	F5	0.144	F	5	TRUE	0.5	96-well Plate Only	E. coli
3749	36.8 °C	F5	0.151	F	5	TRUE	0.5	96-well Plate Only	E. coli
4062	36.8 °C	F5	0.159	F	5	TRUE	0.5	96-well Plate Only	E. coli
4374	36.8 °C	F5	0.169	F	5	TRUE	0.5	96-well Plate Only	E. coli
4687	36.8 °C	F5	0.178	F	5	TRUE	0.5	96-well Plate Only	E. coli
4999	36.8 °C	F5	0.189	F	5	TRUE	0.5	96-well Plate Only	E. coli
5311	36.8 °C	F5	0.201	F	5	TRUE	0.5	96-well Plate Only	E. coli
5624	36.7 °C	F5	0.202	F	5	TRUE	0.5	96-well Plate Only	E. coli
5936	36.8 °C	F5	0.195	F	5	TRUE	0.5	96-well Plate Only	E. coli
6249	36.8 °C	F5	0.196	F	5	TRUE	0.5	96-well Plate Only	E. coli
6561	36.7 °C	F5	0.193	F	5	TRUE	0.5	96-well Plate Only	E. coli
6873	36.8 °C	F5	0.2	F	5	TRUE	0.5	96-well Plate Only	E. coli
7186	36.8 °C	F5	0.199	F	5	TRUE	0.5	96-well Plate Only	E. coli
7498	36.8 °C	F5	0.196	F	5	TRUE	0.5	96-well Plate Only	E. coli
7811	36.7 °C	F5	0.193	F	5	TRUE	0.5	96-well Plate Only	E. coli
8123	36.7 °C	F5	0.191	F	5	TRUE	0.5	96-well Plate Only	E. coli
8435	36.8 °C	F5	0.189	F	5	TRUE	0.5	96-well Plate Only	E. coli
8748	36.9 °C	F5	0.184	F	5	TRUE	0.5	96-well Plate Only	E. coli
9060	36.7 °C	F5	0.181	F	5	TRUE	0.5	96-well Plate Only	E. coli
9372	36.7 °C	F5	0.18	F	5	TRUE	0.5	96-well Plate Only	E. coli
9685	36.8 °C	F5	0.178	F	5	TRUE	0.5	96-well Plate Only	E. coli
9997	36.9 °C	F5	0.174	F	5	TRUE	0.5	96-well Plate Only	E. coli
10309	36.7 °C	F5	0.171	F	5	TRUE	0.5	96-well Plate Only	E. coli
10622	36.7 °C	F5	0.165	F	5	TRUE	0.5	96-well Plate Only	E. coli
10934	36.8 °C	F5	0.16	F	5	TRUE	0.5	96-well Plate Only	E. coli
11246	36.8 °C	F5	0.157	F	5	TRUE	0.5	96-well Plate Only	E. coli
11558	36.7 °C	F5	0.152	F	5	TRUE	0.5	96-well Plate Only	E. coli
11871	36.7 °C	F5	0.151	F	5	TRUE	0.5	96-well Plate Only	E. coli
12183	36.8 °C	F5	0.148	F	5	TRUE	0.5	96-well Plate Only	E. coli
12495	36.7 °C	F5	0.145	F	5	TRUE	0.5	96-well Plate Only	E. coli
12808	36.7 °C	F5	0.141	F	5	TRUE	0.5	96-well Plate Only	E. coli
13120	36.9 °C	F5	0.137	F	5	TRUE	0.5	96-well Plate Only	E. coli
13432	36.8 °C	F5	0.135	F	5	TRUE	0.5	96-well Plate Only	E. coli
13745	36.7 °C	F5	0.131	F	5	TRUE	0.5	96-well Plate Only	E. coli
14057	36.8 °C	F5	0.129	F	5	TRUE	0.5	96-well Plate Only	E. coli
14370	36.7 °C	F5	0.127	F	5	TRUE	0.5	96-well Plate Only	E. coli
14682	36.7 °C	F5	0.124	F	5	TRUE	0.5	96-well Plate Only	E. coli
14994	36.8 °C	F5	0.123	F	5	TRUE	0.5	96-well Plate Only	E. coli
15307	36.8 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
15619	36.7 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
15932	36.7 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
16244	36.8 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
16556	36.9 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
16869	36.7 °C	F5	0.117	F	5	TRUE	0.5	96-well Plate Only	E. coli
17181	36.8 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
17493	36.8 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
17806	36.7 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
18118	36.8 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
18431	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
18744	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
19056	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
19368	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
19680	36.9 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
19993	36.7 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
20305	36.7 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
20617	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
20929	36.7 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
21242	36.7 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
21554	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
21866	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
22179	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
22491	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
22803	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
23116	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
23428	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
23740	36.7 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
24052	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
24365	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
24677	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
24990	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
25302	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
25614	36.9 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
25927	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
26239	36.7 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
26552	36.7 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
26864	36.7 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
27176	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
27489	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
27801	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
28113	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
28426	36.7 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
28738	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
29050	36.9 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
29363	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
29675	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
29987	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
30300	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
30612	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
30924	36.8 °C	F5	0.113	F	5	TRUE	0.5	96-well Plate Only	E. coli
31236	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
31548	36.9 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
31861	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
32174	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
32486	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
32798	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
33111	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
33423	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
33736	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
34048	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
34361	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
34673	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
34986	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
35298	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
35610	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
35923	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
36235	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
36548	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
36860	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
37172	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
37485	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
37797	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
38110	36.7 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
38422	36.8 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
38735	36.8 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
39047	36.7 °C	F5	0.114	F	5	TRUE	0.5	96-well Plate Only	E. coli
39360	36.8 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
39672	36.9 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
39984	36.8 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
40296	36.9 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
40609	36.7 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
40921	36.7 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
41233	36.8 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
41546	36.8 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
41858	36.9 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
42171	36.7 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
42483	36.8 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
42795	36.8 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
43108	36.8 °C	F5	0.115	F	5	TRUE	0.5	96-well Plate Only	E. coli
43420	36.8 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
43732	36.8 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
44045	36.8 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
44357	36.7 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
44669	36.7 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
44982	36.7 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
45294	36.7 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
45607	36.9 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
45919	36.8 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
46232	36.7 °C	F5	0.116	F	5	TRUE	0.5	96-well Plate Only	E. coli
46544	36.8 °C	F5	0.117	F	5	TRUE	0.5	96-well Plate Only	E. coli
46856	36.7 °C	F5	0.117	F	5	TRUE	0.5	96-well Plate Only	E. coli
47168	36.9 °C	F5	0.117	F	5	TRUE	0.5	96-well Plate Only	E. coli
47481	36.8 °C	F5	0.117	F	5	TRUE	0.5	96-well Plate Only	E. coli
47794	36.7 °C	F5	0.117	F	5	TRUE	0.5	96-well Plate Only	E. coli
48106	36.8 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
48418	36.7 °C	F5	0.117	F	5	TRUE	0.5	96-well Plate Only	E. coli
48730	36.8 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
49043	36.8 °C	F5	0.117	F	5	TRUE	0.5	96-well Plate Only	E. coli
49355	36.8 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
49668	36.9 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
49980	36.7 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
50292	36.7 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
50605	36.8 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
50917	36.8 °C	F5	0.118	F	5	TRUE	0.5	96-well Plate Only	E. coli
51229	36.9 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
51542	36.8 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
51854	36.7 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
52167	36.9 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
52479	36.9 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
52791	36.7 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
53104	36.9 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
53416	36.9 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
53728	36.9 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
54040	36.8 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
54353	36.8 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
54665	36.7 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
54978	36.8 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
55290	36.9 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
55603	36.8 °C	F5	0.119	F	5	TRUE	0.5	96-well Plate Only	E. coli
55915	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
56227	36.9 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
56540	36.8 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
56852	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
57164	36.8 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
57477	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
57789	36.9 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
58102	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
58414	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
58726	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
59038	36.8 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
59351	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
59663	36.9 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
59975	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
60288	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
60600	36.8 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
60913	36.8 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
61225	36.8 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
61537	36.9 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
61850	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
62162	36.8 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
62474	36.7 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
62786	36.8 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
63099	36.8 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
63411	36.7 °C	F5	0.12	F	5	TRUE	0.5	96-well Plate Only	E. coli
63723	36.8 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
64036	36.8 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
64348	36.9 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
64661	36.8 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
64973	36.8 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
65286	36.7 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
65598	36.7 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
65910	36.8 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
66223	36.7 °C	F5	0.121	F	5	TRUE	0.5	96-well Plate Only	E. coli
